path,description,paper_location,producer_script,source_data,sha256,size_bytes,public_release,notes
prompts/replanning/NF_no_feedback_replanning_prompt.txt,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,5e9cb0ef7671db1fd6434aa7a61fbcf3f8a761af025a1b6dce4a04dbd473c4fe,119,yes,
prompts/replanning/R1_symptom_text_replanning_prompt.txt,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,5bcfed5e37c466a20fe8a557dd0c91534d5c40b21e7937e4c01fde38d7f0f297,117,yes,
prompts/replanning/R2_final_image_replanning_prompt.txt,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,18fd59ba61c58d0a7b20f49fa028215dd77d545e16259d276250a5ee65fb2c2a,102,yes,
prompts/replanning/R3_MF_execution_context_removed_prompt.txt,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,ba3c9b02a190f73728ca790781305280d400633a962c4d7142ea093b6a4eb106,115,yes,
prompts/replanning/R3_MO_execution_context_only_prompt.txt,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,5d80e981e868e1e9a14709883192a1288fccdeb3449d28c370fb81e11bbeecf2,115,yes,
prompts/replanning/R3_Shuf_shuffled_evidence_prompt.txt,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,15e3aa3020a3f7e7ce08599eae38202773cbf1be08283587da781f3f72197718,107,yes,
prompts/replanning/R3_silver_full_evidence_replanning_prompt.txt,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,0926084bf7433fc728930149e0933bfcc0cc36b75f39936acf30bc922df98c27,170,yes,
prompts/replanning/R4_trace_emphasized_replanning_prompt.txt,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,515a13911eda0b3598e36411500dfdd7bc8f8ff9cbb29d97604648efaaa5b3dd,94,yes,
requirements.txt,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,e634b127c1aad7bba8997d9903490c5bffc83a52a59bf1a259b5696e23532c01,46,yes,
results/generated/release_build_summary.json,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,69dd75b8df2de50faeef58c2576833996392d3e9f0eaf219965acba4ad0c149f,251,yes,
results/main_tables/table_07_stage1_public_planning_results.csv,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,4d16ed9a3a8064050f371149bb63914d25af872e902d2518f94c0f0d465785c8,682,yes,
results/main_tables/table_08_stage2_3_denominator_initial_execution.csv,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,c6d0f2ab3f495393b09f01cdf57867b03804a28dbcd531ca1de7648d4d3f2788,401,yes,
results/main_tables/table_09_category_recovery_summary.csv,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,63ea58bad3a8f690b22fc954e3e4c1d4d24199961ced8d378e92ee6da3219653,409,yes,
results/main_tables/table_10_stage4_paired_recovery.csv,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,d083f78622eeb91133a7fdacd2edc1dd310afb60869f51361f7e7daa5adc4fdf,276,yes,
results/main_tables/table_11_coverage_denominator_views.csv,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,31b2e4c1dc49109f9b4b13da746b7fb594cdc694f02aec3893672966512ee1aa,427,yes,
results/main_tables/table_12_ablation_suite_ci.csv,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,b19f39791d5cbc3118a928b285f931a8509661f3a77af0f85aacb2b61641d071,640,yes,
results/supplementary_tables/ablation_pairwise_holm_adjusted.csv,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,e44182abd2506ac51c504cff62b71c248c5ace071fa6c14ae4c15b2e5a68829a,853,yes,
results/supplementary_tables/ablation_pairwise_mcnemar.csv,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,f17ad99bc69a9176f0979252766e6fbf7228d25f1cffb8486f2f7be8f488448d,853,yes,
results/supplementary_tables/c3_grounding_error_details.csv,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,d8cc8779c5163039163f36152a5f57c7fcb6873b5af1a0334e9d98b78adf5974,55070,yes,
results/supplementary_tables/full_ablation_failure_taxonomy.csv,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,ac2de4e4ac32aaadb93363893325a00dfe34f3f688c4dcadb6cb865338600f96,1343,yes,
results/supplementary_tables/full_stage4_post_recovery_taxonomy.csv,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,03735cd640ef2741871e0e986ff2bbe256cbab1f479e2f468106ddb4619c1bbc,341,yes,
results/supplementary_tables/full_stage4_transition_matrix.csv,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,bb3afbb5f0a869ee3a789e909df1c640f0140ea00c72322841d476f2143c3f87,1116,yes,
results/supplementary_tables/stage1_auxiliary_metrics.csv,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,4d16ed9a3a8064050f371149bb63914d25af872e902d2518f94c0f0d465785c8,682,yes,
results/supplementary_tables/stage2_b1_b5_category_task_breakdown.csv,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,9af95b89a6f6faaf295fcbc897c6f11ce4f772e4b5a8ee684f0a8d7473e1fe6b,2174,yes,
results/supplementary_tables/stage3_status_by_task.csv,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,6129c27707d35fe338aa889f5f6ca00ae58ccc192ae429473a376f63ca4419b2,2190,yes,
schemas/ablation_variant_schema.json,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,55def21565e48106f1e6cc29aadf16caecba893f473a22495376b02621e5d90a,137,yes,
schemas/adapter_validation_schema.json,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,4d69c12688302e096ab92056ef467e7447b1faf5f077ad9e734f6e7ce17987f1,253,yes,
schemas/allowed_skills.json,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,753b6cbaea3e472a54e18f0cf6c327b900d4e9b7622390b3489de57eba162c37,142,yes,
schemas/executor_plan_schema.json,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,ab09f00a722c152861f51e4d01c71160db65fa714a539324e91fe92418c58351,221,yes,
schemas/failure_packet_schema.json,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,32e2de9d9782b52b87093fe3dc5211e24783d75aac18ff6b82b7af48698574f1,296,yes,
schemas/output_plan_schema.json,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,5e4504661e2f84df09710d92c0c7df78ce0a514c244d5415589a4234db24ac56,636,yes,
schemas/status_codes.json,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,9831f073ca592e9936b182ea305fbfd9703a0923eb83b3dff4d1718a6c49b7d2,352,yes,
scripts/compute_mcnemar_tests.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,56fe923a1068da481f6fd3c194aad7857275ea51b46bc6b1484001ab33726dd2,1486,yes,
scripts/compute_paired_bootstrap_ci.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,7f246b6e518abc6c1a1b8db4bfdcdfff5628db255080dc4eb4553d014b65ffa3,1121,yes,
scripts/compute_wilson_ci.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,ffff13bf023814e6cd0f582b926448de6a5f3b738f93985f7c1d8f0a67d40d27,882,yes,
scripts/recompute_ablation_300.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,710abfe699ebd2944b9b10f1ddde60253a9299c496a702de43dec3e377db1868,800,yes,
scripts/recompute_all_tables.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,00063c641505ec9dc3ef285b266fb09ae22f67f2819d24e6fff9a4c67a9db7c2,2720,yes,
scripts/recompute_stage1_metrics.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,e7f1a3801172c302fbca0eb8adf95a9c1a538a981e785d98db9a519f7ad968f4,520,yes,
scripts/recompute_stage2_eligibility.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,038801797a84efedccd4608b323d27c396fc766c36ee5bd44edd6f53715fedfd,658,yes,
scripts/recompute_stage3_initial_execution.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,13b6ddd334cbc671fc595a6a525b52ab8af04e9b69e7e44456ba2b5ea0da11aa,659,yes,
scripts/recompute_stage4_paired_recovery.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,ee110f42c9ee66d92f0a20ed366d5931c84a8803436af388e2088177b0fcdb46,864,yes,
scripts/verify_release_artifacts.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,7c5a3077262666dcfd83971e6fd55b6142c59905c904d1338d8ea56cd52b60d1,1768,yes,
src/silver/__init__.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,fca1c6d2a3f9ae083061bf2c8e98be620e724894cd724721430a535a77fc5e2f,853,yes,
src/silver/attribution.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,13ddff788dd735945afad7d6ff22a6a8781ae32868fc257a89ba35f2b3faed7e,1882,yes,
src/silver/client.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,993275bbc2d6933f2625f1e3f7dcfdb680207b15f2a8dcfbfc50031acfadf4b5,1514,yes,
src/silver/executor_adapter.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,e6da53b81f77f99567ae837e0b18de7e256c13b5ffa3078d80891a7d448f0660,8065,yes,
src/silver/failure_packet.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,6b8baff7a420c2cc1f4be2174b220aaa0d461898c66a73fb76abba64bd5c9852,2058,yes,
src/silver/pipeline.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,335733c84c014ec6992c9f0262796793f656a7c563fd01f3dd2d53bb0d8a3471,2157,yes,
src/silver/prompt_builder.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,ca95b127efc96fe454227c8879e34a044153761e172ba3922cb4b7efa212b4d8,1508,yes,
src/silver/result_parser.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,caaf1ef42c99eb43c1c3363ba749a73f8c8a4e1e57e567b692215318239b7a5a,3120,yes,
src/silver/schema.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,0114c7be1d03eda94d42cedef3b4f5d1e77546561d300fa044948e32270719f1,817,yes,
src/silver/statistics.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,23c37213a4e28def3b5c3595f757039bc98f6f3baff049684cea30c8e4865cd9,411,yes,
src/silver/table_builders.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,aaba2cf500de8e4327003bd529d1081cb3ac4c684896d7b33ba9ca7db9052cba,326,yes,
src/silver/utils.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,6c72039739bcb493d88e1b273310824c22bc10d873d9be79b4dcbd949e00221d,425,yes,
tests/test_ablation_statistics.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,747e5589521905254b89e398b51435240bc6498768efe7c697d70b7488ce6200,384,yes,
tests/test_failure_packet_schema.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,ac487224e47c43d2d2c7f2e7b1e1d86a61b751ce949d48aff545a59ee9156674,287,yes,
tests/test_status_taxonomy.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,c2cef8b418692ee427732f05625e532fe4ae1766bcb8d897ae52588507ec242b,277,yes,
tests/test_table_reproduction.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,0b6c9ea1adea2d6ad4613cc8b2790140e2a3a2e9fdc7d1feae21dacc3af57233,358,yes,
verify_release_artifacts.py,SILVER reproducibility package artifact,main text or supplementary material,released artifact or recomputation script,paper-aligned released ledgers,b4c00ac57c5bbcb9efbe6b89a2ece2c6f976d4112a9ad355c8bc0fc43681e6b5,111,yes,
