run_position,sample_id,track_c_status,track_d_set,same_plan_status,same_plan_execution_status,same_plan_success,same_plan_progress_score,same_plan_elapsed_s,case_dir,updated_at
409,CommenSence/select_nth_largest_poker/example63,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,36.55768346786499,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example63,2026-05-27 16:01:08
410,CommenSence/select_nth_largest_poker/example64,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example64,2026-05-27 16:01:08
411,CommenSence/select_nth_largest_poker/example65,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.75990653038025,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example65,2026-05-27 16:01:48
412,CommenSence/select_nth_largest_poker/example66,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.82297873497009,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example66,2026-05-27 16:02:27
413,CommenSence/select_nth_largest_poker/example67,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example67,2026-05-27 16:02:27
414,CommenSence/select_nth_largest_poker/example68,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.89262056350708,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example68,2026-05-27 16:03:07
416,CommenSence/select_nth_largest_poker/example70,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,41.656692028045654,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example70,2026-05-27 16:03:50
417,CommenSence/select_nth_largest_poker/example71,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.07440710067749,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example71,2026-05-27 16:04:29
418,CommenSence/select_nth_largest_poker/example72,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.7568838596344,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example72,2026-05-27 16:05:08
419,CommenSence/select_nth_largest_poker/example73,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,36.64944314956665,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example73,2026-05-27 16:05:46
421,CommenSence/select_nth_largest_poker/example75,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,40.27812957763672,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example75,2026-05-27 16:06:28
422,CommenSence/select_nth_largest_poker/example76,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,35.64431834220886,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example76,2026-05-27 16:07:05
423,CommenSence/select_nth_largest_poker/example77,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example77,2026-05-27 16:07:06
424,CommenSence/select_nth_largest_poker/example78,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example78,2026-05-27 16:07:06
426,CommenSence/select_nth_largest_poker/example80,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,38.97194814682007,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example80,2026-05-27 16:07:46
427,CommenSence/select_nth_largest_poker/example82,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,40.78767728805542,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example82,2026-05-27 16:08:29
429,CommenSence/select_nth_largest_poker/example83,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,36.6651246547699,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example83,2026-05-27 16:09:07
430,CommenSence/select_nth_largest_poker/example84,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,41.13769006729126,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example84,2026-05-27 16:09:50
431,CommenSence/select_nth_largest_poker/example85,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.77089214324951,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example85,2026-05-27 16:10:29
432,CommenSence/select_nth_largest_poker/example86,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example86,2026-05-27 16:10:29
433,CommenSence/select_nth_largest_poker/example87,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example87,2026-05-27 16:10:29
435,CommenSence/select_nth_largest_poker/example89,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example89,2026-05-27 16:10:29
436,CommenSence/select_nth_largest_poker/example90,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example90,2026-05-27 16:10:29
437,CommenSence/select_nth_largest_poker/example92,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,40.82398080825806,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example92,2026-05-27 16:11:11
438,CommenSence/select_nth_largest_poker/example91,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example91,2026-05-27 16:11:11
440,CommenSence/select_nth_largest_poker/example93,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,40.175668239593506,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example93,2026-05-27 16:11:53
441,CommenSence/select_nth_largest_poker/example95,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,40.58933687210083,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example95,2026-05-27 16:12:35
442,CommenSence/select_nth_largest_poker/example96,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.32129955291748,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example96,2026-05-27 16:13:14
443,CommenSence/select_nth_largest_poker/example97,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.95687937736511,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example97,2026-05-27 16:13:54
445,CommenSence/select_nth_largest_poker/example99,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example99,2026-05-27 16:13:54
449,CommenSence/select_toy_common_sense/example5,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,60.64885425567627,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_toy_common_sense\example5,2026-05-27 16:14:56
456,CommenSence/select_toy_common_sense/example13,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,47.45026612281799,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_toy_common_sense\example13,2026-05-27 16:15:45
494,CommenSence/select_toy_common_sense/example65,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,45.292222023010254,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_toy_common_sense\example65,2026-05-27 16:16:32
512,CommenSence/select_toy_common_sense/example86,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,47.29803967475891,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_toy_common_sense\example86,2026-05-27 16:17:21
515,CommenSence/select_toy_common_sense/example93,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,50.02494430541992,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_toy_common_sense\example93,2026-05-27 16:18:12
520,M&T/add_condiment/example54,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.6666666666666666,68.8163230419159,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\add_condiment\example54,2026-05-27 16:19:23
521,M&T/insert_flower/example1,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,56.51470327377319,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example1,2026-05-27 16:20:21
523,M&T/insert_flower/example14,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,49.28500294685364,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example14,2026-05-27 16:21:12
525,M&T/insert_flower/example24,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,49.033973932266235,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example24,2026-05-27 16:22:02
528,M&T/insert_flower/example33,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,47.821237087249756,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example33,2026-05-27 16:22:51
529,M&T/insert_flower/example45,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,48.294466733932495,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example45,2026-05-27 16:23:41
532,M&T/insert_flower/example50,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,46.39800548553467,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example50,2026-05-27 16:24:29
533,M&T/insert_flower/example51,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,61.08840847015381,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example51,2026-05-27 16:25:32
535,M&T/insert_flower/example63,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,53.40209460258484,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example63,2026-05-27 16:26:27
536,M&T/insert_flower/example64,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,47.15901803970337,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example64,2026-05-27 16:27:16
539,M&T/insert_flower/example69,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,58.5990731716156,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example69,2026-05-27 16:28:16
542,M&T/insert_flower/example80,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,47.30383896827698,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example80,2026-05-27 16:29:05
544,M&T/insert_flower/example82,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.0,60.35353875160217,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example82,2026-05-27 16:30:07
545,M&T/insert_flower/example84,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,45.32271766662598,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example84,2026-05-27 16:30:54
547,M&T/insert_flower/example86,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,47.824180603027344,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example86,2026-05-27 16:31:43
550,M&T/insert_flower/example93,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,53.43341326713562,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example93,2026-05-27 16:32:38
552,M&T/select_billiards/example0,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,22.238590717315674,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example0,2026-05-27 16:33:02
553,M&T/select_billiards/example1,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,22.657867908477783,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example1,2026-05-27 16:33:26
554,M&T/select_billiards/example2,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,40.18950176239014,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example2,2026-05-27 16:34:08
555,M&T/select_billiards/example3,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,35.81967902183533,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example3,2026-05-27 16:34:45
556,M&T/select_billiards/example4,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,34.777225494384766,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example4,2026-05-27 16:35:22
557,M&T/select_billiards/example5,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,39.47657799720764,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example5,2026-05-27 16:36:03
558,M&T/select_billiards/example6,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,42.94212007522583,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example6,2026-05-27 16:36:47
559,M&T/select_billiards/example7,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.110745429992676,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example7,2026-05-27 16:37:22
560,M&T/select_billiards/example8,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.06007528305054,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example8,2026-05-27 16:37:56
561,M&T/select_billiards/example9,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,41.09191918373108,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example9,2026-05-27 16:38:39
563,M&T/select_billiards/example11,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example11,2026-05-27 16:38:39
564,M&T/select_billiards/example12,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example12,2026-05-27 16:38:39
565,M&T/select_billiards/example13,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example13,2026-05-27 16:38:39
566,M&T/select_billiards/example14,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example14,2026-05-27 16:38:39
567,M&T/select_billiards/example15,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,41.46979904174805,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example15,2026-05-27 16:39:22
568,M&T/select_billiards/example16,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example16,2026-05-27 16:39:22
569,M&T/select_billiards/example17,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,35.32183575630188,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example17,2026-05-27 16:39:59
570,M&T/select_billiards/example18,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,36.75909066200256,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example18,2026-05-27 16:40:37
571,M&T/select_billiards/example19,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,40.49889397621155,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example19,2026-05-27 16:41:19
572,M&T/select_billiards/example20,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,38.919358015060425,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example20,2026-05-27 16:42:00
573,M&T/select_billiards/example21,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example21,2026-05-27 16:42:00
574,M&T/select_billiards/example22,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.396172285079956,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example22,2026-05-27 16:42:35
575,M&T/select_billiards/example23,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example23,2026-05-27 16:42:35
576,M&T/select_billiards/example24,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,34.4876823425293,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example24,2026-05-27 16:43:11
577,M&T/select_billiards/example25,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,32.95458626747131,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example25,2026-05-27 16:43:45
578,M&T/select_billiards/example26,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,38.897515535354614,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example26,2026-05-27 16:44:26
579,M&T/select_billiards/example27,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,39.07769775390625,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example27,2026-05-27 16:45:06
580,M&T/select_billiards/example28,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example28,2026-05-27 16:45:06
582,M&T/select_billiards/example30,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example30,2026-05-27 16:45:06
583,M&T/select_billiards/example31,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,45.467063903808594,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example31,2026-05-27 16:45:53
584,M&T/select_billiards/example32,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,32.61047697067261,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example32,2026-05-27 16:46:27
586,M&T/select_billiards/example34,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example34,2026-05-27 16:46:28
587,M&T/select_billiards/example35,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,42.15073561668396,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example35,2026-05-27 16:47:11
588,M&T/select_billiards/example36,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,36.18423414230347,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example36,2026-05-27 16:47:49
589,M&T/select_billiards/example37,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example37,2026-05-27 16:47:49
590,M&T/select_billiards/example38,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,42.91318464279175,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example38,2026-05-27 16:48:34
591,M&T/select_billiards/example39,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,23.81891179084778,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example39,2026-05-27 16:48:59
592,M&T/select_billiards/example40,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example40,2026-05-27 16:48:59
593,M&T/select_billiards/example41,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example41,2026-05-27 16:48:59
594,M&T/select_billiards/example43,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,42.62224531173706,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example43,2026-05-27 16:49:43
596,M&T/select_billiards/example44,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,35.71947479248047,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example44,2026-05-27 16:50:20
597,M&T/select_billiards/example45,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example45,2026-05-27 16:50:20
599,M&T/select_billiards/example46,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example46,2026-05-27 16:50:20
600,M&T/select_billiards/example48,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,33.85049247741699,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example48,2026-05-27 16:50:56
