run_position,sample_id,track_c_status,track_d_set,replan_R3_status,replan_R3_execution_status,replan_R3_success,replan_R3_progress_score,replan_R3_elapsed_s,case_dir,updated_at
536,M&T/insert_flower/example64,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,53.12181210517883,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example64,2026-05-28 19:07:04
539,M&T/insert_flower/example69,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,61.66421151161194,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example69,2026-05-28 19:08:08
542,M&T/insert_flower/example80,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,53.57381749153137,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example80,2026-05-28 19:09:03
544,M&T/insert_flower/example82,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,52.3729772567749,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example82,2026-05-28 19:09:57
545,M&T/insert_flower/example84,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,51.44895648956299,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example84,2026-05-28 19:10:51
547,M&T/insert_flower/example86,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,53.267295598983765,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example86,2026-05-28 19:11:46
550,M&T/insert_flower/example93,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,60.23069524765015,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example93,2026-05-28 19:12:48
552,M&T/select_billiards/example0,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,22.52230954170227,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example0,2026-05-28 19:13:12
553,M&T/select_billiards/example1,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example1,2026-05-28 19:13:12
554,M&T/select_billiards/example2,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,44.63045144081116,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example2,2026-05-28 19:13:59
555,M&T/select_billiards/example3,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,44.03367471694946,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example3,2026-05-28 19:14:45
556,M&T/select_billiards/example4,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example4,2026-05-28 19:14:45
557,M&T/select_billiards/example5,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,46.21011161804199,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example5,2026-05-28 19:15:33
558,M&T/select_billiards/example6,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,44.33922791481018,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example6,2026-05-28 19:16:19
559,M&T/select_billiards/example7,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,35.610758781433105,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example7,2026-05-28 19:16:57
560,M&T/select_billiards/example8,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,49.528899908065796,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example8,2026-05-28 19:17:49
561,M&T/select_billiards/example9,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,43.63504695892334,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example9,2026-05-28 19:18:34
563,M&T/select_billiards/example11,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example11,2026-05-28 19:18:34
564,M&T/select_billiards/example12,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example12,2026-05-28 19:18:34
565,M&T/select_billiards/example13,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example13,2026-05-28 19:18:34
566,M&T/select_billiards/example14,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example14,2026-05-28 19:18:34
567,M&T/select_billiards/example15,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,45.70451521873474,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example15,2026-05-28 19:19:22
568,M&T/select_billiards/example16,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example16,2026-05-28 19:19:22
569,M&T/select_billiards/example17,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,46.40236020088196,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example17,2026-05-28 19:20:10
570,M&T/select_billiards/example18,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example18,2026-05-28 19:20:10
571,M&T/select_billiards/example19,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,48.879029512405396,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example19,2026-05-28 19:21:01
572,M&T/select_billiards/example20,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,46.00336265563965,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example20,2026-05-28 19:21:49
573,M&T/select_billiards/example21,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example21,2026-05-28 19:21:49
574,M&T/select_billiards/example22,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example22,2026-05-28 19:21:49
575,M&T/select_billiards/example23,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example23,2026-05-28 19:21:49
576,M&T/select_billiards/example24,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example24,2026-05-28 19:21:49
577,M&T/select_billiards/example25,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,46.74576449394226,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example25,2026-05-28 19:22:38
578,M&T/select_billiards/example26,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,33.61384963989258,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example26,2026-05-28 19:23:14
579,M&T/select_billiards/example27,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,35.38915014266968,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example27,2026-05-28 19:23:51
580,M&T/select_billiards/example28,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example28,2026-05-28 19:23:51
582,M&T/select_billiards/example30,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example30,2026-05-28 19:23:51
583,M&T/select_billiards/example31,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,37.65263867378235,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example31,2026-05-28 19:24:30
584,M&T/select_billiards/example32,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,38.045398473739624,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example32,2026-05-28 19:25:10
586,M&T/select_billiards/example34,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example34,2026-05-28 19:25:10
587,M&T/select_billiards/example35,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example35,2026-05-28 19:25:10
588,M&T/select_billiards/example36,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example36,2026-05-28 19:25:10
589,M&T/select_billiards/example37,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example37,2026-05-28 19:25:10
590,M&T/select_billiards/example38,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,44.94371247291565,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example38,2026-05-28 19:25:57
591,M&T/select_billiards/example39,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example39,2026-05-28 19:25:57
592,M&T/select_billiards/example40,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example40,2026-05-28 19:25:57
593,M&T/select_billiards/example41,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example41,2026-05-28 19:25:57
594,M&T/select_billiards/example43,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example43,2026-05-28 19:25:57
596,M&T/select_billiards/example44,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example44,2026-05-28 19:25:57
597,M&T/select_billiards/example45,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example45,2026-05-28 19:25:57
599,M&T/select_billiards/example46,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example46,2026-05-28 19:25:57
600,M&T/select_billiards/example48,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example48,2026-05-28 19:25:57
601,M&T/select_billiards/example49,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example49,2026-05-28 19:25:57
602,M&T/select_billiards/example51,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,49.036900758743286,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example51,2026-05-28 19:26:48
603,M&T/select_billiards/example50,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example50,2026-05-28 19:26:48
604,M&T/select_billiards/example53,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example53,2026-05-28 19:26:48
605,M&T/select_billiards/example52,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,41.79830741882324,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example52,2026-05-28 19:27:32
606,M&T/select_billiards/example54,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example54,2026-05-28 19:27:32
607,M&T/select_billiards/example55,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example55,2026-05-28 19:27:32
608,M&T/select_billiards/example57,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example57,2026-05-28 19:27:32
610,M&T/select_billiards/example58,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example58,2026-05-28 19:27:32
611,M&T/select_billiards/example59,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example59,2026-05-28 19:27:32
612,M&T/select_billiards/example60,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,40.46695065498352,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example60,2026-05-28 19:28:14
613,M&T/select_billiards/example61,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,46.05224299430847,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example61,2026-05-28 19:29:02
614,M&T/select_billiards/example62,C3_entity_mapping_failure,secondary_diagnostic,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example62,2026-05-28 19:29:02
615,M&T/select_billiards/example63,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,37.383768796920776,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example63,2026-05-28 19:29:42
617,M&T/select_billiards/example65,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example65,2026-05-28 19:29:42
618,M&T/select_billiards/example66,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example66,2026-05-28 19:29:42
619,M&T/select_billiards/example67,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,48.75629472732544,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example67,2026-05-28 19:30:32
620,M&T/select_billiards/example68,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,39.92697620391846,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example68,2026-05-28 19:31:14
621,M&T/select_billiards/example69,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,31.19798254966736,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example69,2026-05-28 19:31:47
623,M&T/select_billiards/example71,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,47.077998876571655,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example71,2026-05-28 19:32:36
624,M&T/select_billiards/example72,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example72,2026-05-28 19:32:36
625,M&T/select_billiards/example73,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,47.91978979110718,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example73,2026-05-28 19:33:26
627,M&T/select_billiards/example75,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example75,2026-05-28 19:33:26
628,M&T/select_billiards/example76,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,36.272160053253174,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example76,2026-05-28 19:34:04
629,M&T/select_billiards/example77,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,38.493144273757935,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example77,2026-05-28 19:34:45
630,M&T/select_billiards/example78,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,45.952088832855225,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example78,2026-05-28 19:35:33
631,M&T/select_billiards/example79,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example79,2026-05-28 19:35:33
633,M&T/select_billiards/example81,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,41.39950704574585,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example81,2026-05-28 19:36:16
635,M&T/select_billiards/example83,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example83,2026-05-28 19:36:16
636,M&T/select_billiards/example84,C3_entity_mapping_failure,secondary_diagnostic,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example84,2026-05-28 19:36:16
637,M&T/select_billiards/example85,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,42.66787934303284,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example85,2026-05-28 19:37:01
638,M&T/select_billiards/example86,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example86,2026-05-28 19:37:01
640,M&T/select_billiards/example88,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,49.52981972694397,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example88,2026-05-28 19:37:52
641,M&T/select_billiards/example89,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example89,2026-05-28 19:37:52
642,M&T/select_billiards/example90,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example90,2026-05-28 19:37:52
643,M&T/select_billiards/example91,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example91,2026-05-28 19:37:52
644,M&T/select_billiards/example92,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example92,2026-05-28 19:37:52
645,M&T/select_billiards/example93,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,45.33263540267944,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example93,2026-05-28 19:38:40
647,M&T/select_billiards/example95,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example95,2026-05-28 19:38:40
648,M&T/select_billiards/example96,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C1_qwen_guided_condition_failure,completed,False,0.5,23.491786003112793,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example96,2026-05-28 19:39:05
649,M&T/select_billiards/example97,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example97,2026-05-28 19:39:05
651,M&T/select_billiards/example99,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example99,2026-05-28 19:39:05
653,M&T/select_book/example1,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,28.704524755477905,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example1,2026-05-28 19:39:36
655,M&T/select_book/example3,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example3,2026-05-28 19:39:36
656,M&T/select_book/example5,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,33.066174268722534,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example5,2026-05-28 19:40:11
657,M&T/select_book/example6,C2_qwen_conversion_failure,secondary_diagnostic,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example6,2026-05-28 19:40:11
661,M&T/select_book/example10,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,32.82034111022949,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example10,2026-05-28 19:40:46
662,M&T/select_book/example11,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example11,2026-05-28 19:40:46
663,M&T/select_book/example12,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,35.41324162483215,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example12,2026-05-28 19:41:23
665,M&T/select_book/example15,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,37.402533292770386,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example15,2026-05-28 19:42:02
667,M&T/select_book/example17,C1_qwen_guided_condition_failure,primary_c1_condition_failure,C0_qwen_guided_success,completed,True,1.0,30.45785880088806,<EXPERIMENT_ARCHIVE>\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example17,2026-05-28 19:42:35
