sample_id,category,task_name,example,gt_skill_pattern,repeat1_status,repeat2_status,eligible
CommenSence/select_nth_largest_poker/example21,CommenSence,select_nth_largest_poker,example21,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example20,CommenSence,select_nth_largest_poker,example20,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example22,CommenSence,select_nth_largest_poker,example22,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example23,CommenSence,select_nth_largest_poker,example23,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example25,CommenSence,select_nth_largest_poker,example25,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example24,CommenSence,select_nth_largest_poker,example24,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example26,CommenSence,select_nth_largest_poker,example26,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example27,CommenSence,select_nth_largest_poker,example27,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example29,CommenSence,select_nth_largest_poker,example29,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example28,CommenSence,select_nth_largest_poker,example28,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example30,CommenSence,select_nth_largest_poker,example30,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example31,CommenSence,select_nth_largest_poker,example31,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example32,CommenSence,select_nth_largest_poker,example32,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example33,CommenSence,select_nth_largest_poker,example33,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example35,CommenSence,select_nth_largest_poker,example35,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example34,CommenSence,select_nth_largest_poker,example34,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example37,CommenSence,select_nth_largest_poker,example37,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example36,CommenSence,select_nth_largest_poker,example36,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example38,CommenSence,select_nth_largest_poker,example38,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example39,CommenSence,select_nth_largest_poker,example39,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example40,CommenSence,select_nth_largest_poker,example40,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example41,CommenSence,select_nth_largest_poker,example41,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example42,CommenSence,select_nth_largest_poker,example42,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example43,CommenSence,select_nth_largest_poker,example43,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example44,CommenSence,select_nth_largest_poker,example44,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example45,CommenSence,select_nth_largest_poker,example45,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example46,CommenSence,select_nth_largest_poker,example46,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example47,CommenSence,select_nth_largest_poker,example47,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example48,CommenSence,select_nth_largest_poker,example48,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example49,CommenSence,select_nth_largest_poker,example49,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example50,CommenSence,select_nth_largest_poker,example50,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example51,CommenSence,select_nth_largest_poker,example51,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example52,CommenSence,select_nth_largest_poker,example52,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example53,CommenSence,select_nth_largest_poker,example53,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example54,CommenSence,select_nth_largest_poker,example54,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example55,CommenSence,select_nth_largest_poker,example55,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example56,CommenSence,select_nth_largest_poker,example56,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example57,CommenSence,select_nth_largest_poker,example57,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example58,CommenSence,select_nth_largest_poker,example58,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example59,CommenSence,select_nth_largest_poker,example59,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example60,CommenSence,select_nth_largest_poker,example60,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example61,CommenSence,select_nth_largest_poker,example61,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example63,CommenSence,select_nth_largest_poker,example63,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example64,CommenSence,select_nth_largest_poker,example64,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example65,CommenSence,select_nth_largest_poker,example65,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example66,CommenSence,select_nth_largest_poker,example66,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example67,CommenSence,select_nth_largest_poker,example67,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example68,CommenSence,select_nth_largest_poker,example68,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example69,CommenSence,select_nth_largest_poker,example69,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example70,CommenSence,select_nth_largest_poker,example70,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example71,CommenSence,select_nth_largest_poker,example71,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example72,CommenSence,select_nth_largest_poker,example72,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example73,CommenSence,select_nth_largest_poker,example73,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example74,CommenSence,select_nth_largest_poker,example74,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example75,CommenSence,select_nth_largest_poker,example75,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example76,CommenSence,select_nth_largest_poker,example76,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example77,CommenSence,select_nth_largest_poker,example77,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example78,CommenSence,select_nth_largest_poker,example78,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example79,CommenSence,select_nth_largest_poker,example79,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example80,CommenSence,select_nth_largest_poker,example80,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example82,CommenSence,select_nth_largest_poker,example82,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example81,CommenSence,select_nth_largest_poker,example81,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example83,CommenSence,select_nth_largest_poker,example83,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example84,CommenSence,select_nth_largest_poker,example84,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example85,CommenSence,select_nth_largest_poker,example85,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example86,CommenSence,select_nth_largest_poker,example86,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example87,CommenSence,select_nth_largest_poker,example87,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example88,CommenSence,select_nth_largest_poker,example88,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example89,CommenSence,select_nth_largest_poker,example89,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example90,CommenSence,select_nth_largest_poker,example90,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example92,CommenSence,select_nth_largest_poker,example92,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example91,CommenSence,select_nth_largest_poker,example91,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example94,CommenSence,select_nth_largest_poker,example94,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example93,CommenSence,select_nth_largest_poker,example93,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example95,CommenSence,select_nth_largest_poker,example95,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example96,CommenSence,select_nth_largest_poker,example96,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example97,CommenSence,select_nth_largest_poker,example97,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example98,CommenSence,select_nth_largest_poker,example98,pick>lift,completed,completed,True
CommenSence/select_nth_largest_poker/example99,CommenSence,select_nth_largest_poker,example99,pick>lift,completed,completed,True
CommenSence/select_toy_common_sense/example0,CommenSence,select_toy_common_sense,example0,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example2,CommenSence,select_toy_common_sense,example2,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example4,CommenSence,select_toy_common_sense,example4,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example5,CommenSence,select_toy_common_sense,example5,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example7,CommenSence,select_toy_common_sense,example7,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example8,CommenSence,select_toy_common_sense,example8,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example9,CommenSence,select_toy_common_sense,example9,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example10,CommenSence,select_toy_common_sense,example10,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example11,CommenSence,select_toy_common_sense,example11,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example12,CommenSence,select_toy_common_sense,example12,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example13,CommenSence,select_toy_common_sense,example13,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example14,CommenSence,select_toy_common_sense,example14,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example16,CommenSence,select_toy_common_sense,example16,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example19,CommenSence,select_toy_common_sense,example19,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example20,CommenSence,select_toy_common_sense,example20,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example22,CommenSence,select_toy_common_sense,example22,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example23,CommenSence,select_toy_common_sense,example23,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example24,CommenSence,select_toy_common_sense,example24,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example25,CommenSence,select_toy_common_sense,example25,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example27,CommenSence,select_toy_common_sense,example27,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example28,CommenSence,select_toy_common_sense,example28,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example30,CommenSence,select_toy_common_sense,example30,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example31,CommenSence,select_toy_common_sense,example31,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example32,CommenSence,select_toy_common_sense,example32,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example35,CommenSence,select_toy_common_sense,example35,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example36,CommenSence,select_toy_common_sense,example36,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example37,CommenSence,select_toy_common_sense,example37,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example38,CommenSence,select_toy_common_sense,example38,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example40,CommenSence,select_toy_common_sense,example40,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example41,CommenSence,select_toy_common_sense,example41,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example42,CommenSence,select_toy_common_sense,example42,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example44,CommenSence,select_toy_common_sense,example44,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example45,CommenSence,select_toy_common_sense,example45,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example47,CommenSence,select_toy_common_sense,example47,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example48,CommenSence,select_toy_common_sense,example48,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example49,CommenSence,select_toy_common_sense,example49,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example50,CommenSence,select_toy_common_sense,example50,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example51,CommenSence,select_toy_common_sense,example51,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example52,CommenSence,select_toy_common_sense,example52,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example53,CommenSence,select_toy_common_sense,example53,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example55,CommenSence,select_toy_common_sense,example55,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example56,CommenSence,select_toy_common_sense,example56,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example57,CommenSence,select_toy_common_sense,example57,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example59,CommenSence,select_toy_common_sense,example59,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example60,CommenSence,select_toy_common_sense,example60,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example62,CommenSence,select_toy_common_sense,example62,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example63,CommenSence,select_toy_common_sense,example63,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example64,CommenSence,select_toy_common_sense,example64,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example65,CommenSence,select_toy_common_sense,example65,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example68,CommenSence,select_toy_common_sense,example68,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example69,CommenSence,select_toy_common_sense,example69,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example70,CommenSence,select_toy_common_sense,example70,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example71,CommenSence,select_toy_common_sense,example71,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example72,CommenSence,select_toy_common_sense,example72,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example73,CommenSence,select_toy_common_sense,example73,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example74,CommenSence,select_toy_common_sense,example74,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example75,CommenSence,select_toy_common_sense,example75,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example76,CommenSence,select_toy_common_sense,example76,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example77,CommenSence,select_toy_common_sense,example77,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example78,CommenSence,select_toy_common_sense,example78,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example79,CommenSence,select_toy_common_sense,example79,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example80,CommenSence,select_toy_common_sense,example80,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example81,CommenSence,select_toy_common_sense,example81,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example83,CommenSence,select_toy_common_sense,example83,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example84,CommenSence,select_toy_common_sense,example84,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example85,CommenSence,select_toy_common_sense,example85,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example86,CommenSence,select_toy_common_sense,example86,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example91,CommenSence,select_toy_common_sense,example91,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example92,CommenSence,select_toy_common_sense,example92,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example93,CommenSence,select_toy_common_sense,example93,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example94,CommenSence,select_toy_common_sense,example94,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example97,CommenSence,select_toy_common_sense,example97,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example98,CommenSence,select_toy_common_sense,example98,pick>place,completed,completed,True
CommenSence/select_toy_common_sense/example99,CommenSence,select_toy_common_sense,example99,pick>place,completed,completed,True
M&T/add_condiment/example54,M&T,add_condiment,example54,pick>pour,completed,completed,True
M&T/insert_flower/example1,M&T,insert_flower,example1,pick>insert,completed,completed,True
M&T/insert_flower/example8,M&T,insert_flower,example8,pick>insert,completed,completed,True
M&T/insert_flower/example14,M&T,insert_flower,example14,pick>insert,completed,completed,True
M&T/insert_flower/example19,M&T,insert_flower,example19,pick>insert,completed,completed,True
M&T/insert_flower/example24,M&T,insert_flower,example24,pick>insert,completed,completed,True
M&T/insert_flower/example28,M&T,insert_flower,example28,pick>insert,completed,completed,True
M&T/insert_flower/example29,M&T,insert_flower,example29,pick>insert,completed,completed,True
M&T/insert_flower/example33,M&T,insert_flower,example33,pick>insert,completed,completed,True
M&T/insert_flower/example45,M&T,insert_flower,example45,pick>insert,completed,completed,True
M&T/insert_flower/example46,M&T,insert_flower,example46,pick>insert,completed,completed,True
M&T/insert_flower/example47,M&T,insert_flower,example47,pick>insert,completed,completed,True
M&T/insert_flower/example50,M&T,insert_flower,example50,pick>insert,completed,completed,True
M&T/insert_flower/example51,M&T,insert_flower,example51,pick>insert,completed,completed,True
M&T/insert_flower/example55,M&T,insert_flower,example55,pick>insert,completed,completed,True
M&T/insert_flower/example63,M&T,insert_flower,example63,pick>insert,completed,completed,True
M&T/insert_flower/example64,M&T,insert_flower,example64,pick>insert,completed,completed,True
M&T/insert_flower/example66,M&T,insert_flower,example66,pick>insert,completed,completed,True
M&T/insert_flower/example67,M&T,insert_flower,example67,pick>insert,completed,completed,True
M&T/insert_flower/example69,M&T,insert_flower,example69,pick>insert,completed,completed,True
M&T/insert_flower/example70,M&T,insert_flower,example70,pick>insert,completed,completed,True
M&T/insert_flower/example72,M&T,insert_flower,example72,pick>insert,completed,completed,True
M&T/insert_flower/example80,M&T,insert_flower,example80,pick>insert,completed,completed,True
M&T/insert_flower/example81,M&T,insert_flower,example81,pick>insert,completed,completed,True
M&T/insert_flower/example82,M&T,insert_flower,example82,pick>insert,completed,completed,True
M&T/insert_flower/example84,M&T,insert_flower,example84,pick>insert,completed,completed,True
M&T/insert_flower/example85,M&T,insert_flower,example85,pick>insert,completed,completed,True
M&T/insert_flower/example86,M&T,insert_flower,example86,pick>insert,completed,completed,True
M&T/insert_flower/example88,M&T,insert_flower,example88,pick>insert,completed,completed,True
M&T/insert_flower/example90,M&T,insert_flower,example90,pick>insert,completed,completed,True
M&T/insert_flower/example93,M&T,insert_flower,example93,pick>insert,completed,completed,True
M&T/insert_flower/example99,M&T,insert_flower,example99,pick>insert,completed,completed,True
M&T/select_billiards/example0,M&T,select_billiards,example0,pick>place,completed,completed,True
M&T/select_billiards/example1,M&T,select_billiards,example1,pick>place,completed,completed,True
M&T/select_billiards/example2,M&T,select_billiards,example2,pick>place,completed,completed,True
M&T/select_billiards/example3,M&T,select_billiards,example3,pick>place,completed,completed,True
M&T/select_billiards/example4,M&T,select_billiards,example4,pick>place,completed,completed,True
M&T/select_billiards/example5,M&T,select_billiards,example5,pick>place,completed,completed,True
M&T/select_billiards/example6,M&T,select_billiards,example6,pick>place,completed,completed,True
M&T/select_billiards/example7,M&T,select_billiards,example7,pick>place,completed,completed,True
M&T/select_billiards/example8,M&T,select_billiards,example8,pick>place,completed,completed,True
M&T/select_billiards/example9,M&T,select_billiards,example9,pick>place,completed,completed,True
M&T/select_billiards/example10,M&T,select_billiards,example10,pick>place,completed,completed,True
M&T/select_billiards/example11,M&T,select_billiards,example11,pick>place,completed,completed,True
M&T/select_billiards/example12,M&T,select_billiards,example12,pick>place,completed,completed,True
M&T/select_billiards/example13,M&T,select_billiards,example13,pick>place,completed,completed,True
M&T/select_billiards/example14,M&T,select_billiards,example14,pick>place,completed,completed,True
M&T/select_billiards/example15,M&T,select_billiards,example15,pick>place,completed,completed,True
M&T/select_billiards/example16,M&T,select_billiards,example16,pick>place,completed,completed,True
M&T/select_billiards/example17,M&T,select_billiards,example17,pick>place,completed,completed,True
M&T/select_billiards/example18,M&T,select_billiards,example18,pick>place,completed,completed,True
M&T/select_billiards/example19,M&T,select_billiards,example19,pick>place,completed,completed,True
M&T/select_billiards/example20,M&T,select_billiards,example20,pick>place,completed,completed,True
M&T/select_billiards/example21,M&T,select_billiards,example21,pick>place,completed,completed,True
M&T/select_billiards/example22,M&T,select_billiards,example22,pick>place,completed,completed,True
M&T/select_billiards/example23,M&T,select_billiards,example23,pick>place,completed,completed,True
M&T/select_billiards/example24,M&T,select_billiards,example24,pick>place,completed,completed,True
M&T/select_billiards/example25,M&T,select_billiards,example25,pick>place,completed,completed,True
M&T/select_billiards/example26,M&T,select_billiards,example26,pick>place,completed,completed,True
M&T/select_billiards/example27,M&T,select_billiards,example27,pick>place,completed,completed,True
M&T/select_billiards/example28,M&T,select_billiards,example28,pick>place,completed,completed,True
M&T/select_billiards/example29,M&T,select_billiards,example29,pick>place,completed,completed,True
M&T/select_billiards/example30,M&T,select_billiards,example30,pick>place,completed,completed,True
M&T/select_billiards/example31,M&T,select_billiards,example31,pick>place,completed,completed,True
M&T/select_billiards/example32,M&T,select_billiards,example32,pick>place,completed,completed,True
M&T/select_billiards/example33,M&T,select_billiards,example33,pick>place,completed,completed,True
M&T/select_billiards/example34,M&T,select_billiards,example34,pick>place,completed,completed,True
M&T/select_billiards/example35,M&T,select_billiards,example35,pick>place,completed,completed,True
M&T/select_billiards/example36,M&T,select_billiards,example36,pick>place,completed,completed,True
M&T/select_billiards/example37,M&T,select_billiards,example37,pick>place,completed,completed,True
M&T/select_billiards/example38,M&T,select_billiards,example38,pick>place,completed,completed,True
M&T/select_billiards/example39,M&T,select_billiards,example39,pick>place,completed,completed,True
M&T/select_billiards/example40,M&T,select_billiards,example40,pick>place,completed,completed,True
M&T/select_billiards/example41,M&T,select_billiards,example41,pick>place,completed,completed,True
M&T/select_billiards/example43,M&T,select_billiards,example43,pick>place,completed,completed,True
M&T/select_billiards/example42,M&T,select_billiards,example42,pick>place,completed,completed,True
M&T/select_billiards/example44,M&T,select_billiards,example44,pick>place,completed,completed,True
M&T/select_billiards/example45,M&T,select_billiards,example45,pick>place,completed,completed,True
M&T/select_billiards/example47,M&T,select_billiards,example47,pick>place,completed,completed,True
M&T/select_billiards/example46,M&T,select_billiards,example46,pick>place,completed,completed,True
M&T/select_billiards/example48,M&T,select_billiards,example48,pick>place,completed,completed,True
M&T/select_billiards/example49,M&T,select_billiards,example49,pick>place,completed,completed,True
M&T/select_billiards/example51,M&T,select_billiards,example51,pick>place,completed,completed,True
M&T/select_billiards/example50,M&T,select_billiards,example50,pick>place,completed,completed,True
M&T/select_billiards/example53,M&T,select_billiards,example53,pick>place,completed,completed,True
M&T/select_billiards/example52,M&T,select_billiards,example52,pick>place,completed,completed,True
M&T/select_billiards/example54,M&T,select_billiards,example54,pick>place,completed,completed,True
M&T/select_billiards/example55,M&T,select_billiards,example55,pick>place,completed,completed,True
M&T/select_billiards/example57,M&T,select_billiards,example57,pick>place,completed,completed,True
M&T/select_billiards/example56,M&T,select_billiards,example56,pick>place,completed,completed,True
M&T/select_billiards/example58,M&T,select_billiards,example58,pick>place,completed,completed,True
M&T/select_billiards/example59,M&T,select_billiards,example59,pick>place,completed,completed,True
M&T/select_billiards/example60,M&T,select_billiards,example60,pick>place,completed,completed,True
M&T/select_billiards/example61,M&T,select_billiards,example61,pick>place,completed,completed,True
M&T/select_billiards/example62,M&T,select_billiards,example62,pick>place,completed,completed,True
M&T/select_billiards/example63,M&T,select_billiards,example63,pick>place,completed,completed,True
M&T/select_billiards/example64,M&T,select_billiards,example64,pick>place,completed,completed,True
M&T/select_billiards/example65,M&T,select_billiards,example65,pick>place,completed,completed,True
M&T/select_billiards/example66,M&T,select_billiards,example66,pick>place,completed,completed,True
M&T/select_billiards/example67,M&T,select_billiards,example67,pick>place,completed,completed,True
M&T/select_billiards/example68,M&T,select_billiards,example68,pick>place,completed,completed,True
M&T/select_billiards/example69,M&T,select_billiards,example69,pick>place,completed,completed,True
M&T/select_billiards/example70,M&T,select_billiards,example70,pick>place,completed,completed,True
M&T/select_billiards/example71,M&T,select_billiards,example71,pick>place,completed,completed,True
M&T/select_billiards/example72,M&T,select_billiards,example72,pick>place,completed,completed,True
M&T/select_billiards/example73,M&T,select_billiards,example73,pick>place,completed,completed,True
M&T/select_billiards/example74,M&T,select_billiards,example74,pick>place,completed,completed,True
M&T/select_billiards/example75,M&T,select_billiards,example75,pick>place,completed,completed,True
M&T/select_billiards/example76,M&T,select_billiards,example76,pick>place,completed,completed,True
M&T/select_billiards/example77,M&T,select_billiards,example77,pick>place,completed,completed,True
M&T/select_billiards/example78,M&T,select_billiards,example78,pick>place,completed,completed,True
M&T/select_billiards/example79,M&T,select_billiards,example79,pick>place,completed,completed,True
M&T/select_billiards/example80,M&T,select_billiards,example80,pick>place,completed,completed,True
M&T/select_billiards/example81,M&T,select_billiards,example81,pick>place,completed,completed,True
M&T/select_billiards/example82,M&T,select_billiards,example82,pick>place,completed,completed,True
M&T/select_billiards/example83,M&T,select_billiards,example83,pick>place,completed,completed,True
M&T/select_billiards/example84,M&T,select_billiards,example84,pick>place,completed,completed,True
M&T/select_billiards/example85,M&T,select_billiards,example85,pick>place,completed,completed,True
M&T/select_billiards/example86,M&T,select_billiards,example86,pick>place,completed,completed,True
M&T/select_billiards/example87,M&T,select_billiards,example87,pick>place,completed,completed,True
M&T/select_billiards/example88,M&T,select_billiards,example88,pick>place,completed,completed,True
M&T/select_billiards/example89,M&T,select_billiards,example89,pick>place,completed,completed,True
M&T/select_billiards/example90,M&T,select_billiards,example90,pick>place,completed,completed,True
M&T/select_billiards/example91,M&T,select_billiards,example91,pick>place,completed,completed,True
M&T/select_billiards/example92,M&T,select_billiards,example92,pick>place,completed,completed,True
M&T/select_billiards/example93,M&T,select_billiards,example93,pick>place,completed,completed,True
M&T/select_billiards/example94,M&T,select_billiards,example94,pick>place,completed,completed,True
M&T/select_billiards/example95,M&T,select_billiards,example95,pick>place,completed,completed,True
M&T/select_billiards/example96,M&T,select_billiards,example96,pick>place,completed,completed,True
M&T/select_billiards/example97,M&T,select_billiards,example97,pick>place,completed,completed,True
M&T/select_billiards/example98,M&T,select_billiards,example98,pick>place,completed,completed,True
M&T/select_billiards/example99,M&T,select_billiards,example99,pick>place,completed,completed,True
M&T/select_book/example0,M&T,select_book,example0,pick>pull,completed,completed,True
M&T/select_book/example1,M&T,select_book,example1,pick>pull,completed,completed,True
M&T/select_book/example2,M&T,select_book,example2,pick>pull,completed,completed,True
M&T/select_book/example3,M&T,select_book,example3,pick>pull,completed,completed,True
M&T/select_book/example5,M&T,select_book,example5,pick>pull,completed,completed,True
M&T/select_book/example6,M&T,select_book,example6,pick>pull,completed,completed,True
M&T/select_book/example7,M&T,select_book,example7,pick>pull,completed,completed,True
M&T/select_book/example8,M&T,select_book,example8,pick>pull,completed,completed,True
M&T/select_book/example9,M&T,select_book,example9,pick>pull,completed,completed,True
M&T/select_book/example10,M&T,select_book,example10,pick>pull,completed,completed,True
M&T/select_book/example11,M&T,select_book,example11,pick>pull,completed,completed,True
M&T/select_book/example12,M&T,select_book,example12,pick>pull,completed,completed,True
M&T/select_book/example13,M&T,select_book,example13,pick>pull,completed,completed,True
M&T/select_book/example15,M&T,select_book,example15,pick>pull,completed,completed,True
M&T/select_book/example16,M&T,select_book,example16,pick>pull,completed,completed,True
M&T/select_book/example17,M&T,select_book,example17,pick>pull,completed,completed,True
M&T/select_book/example18,M&T,select_book,example18,pick>pull,completed,completed,True
M&T/select_book/example19,M&T,select_book,example19,pick>pull,completed,completed,True
M&T/select_book/example21,M&T,select_book,example21,pick>pull,completed,completed,True
M&T/select_book/example27,M&T,select_book,example27,pick>pull,completed,completed,True
