sample_id,category,task_name,example,gt_skill_pattern,execution_candidate_reason
CommenSence/select_toy_common_sense/example28,CommenSence,select_toy_common_sense,example28,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example29,CommenSence,select_toy_common_sense,example29,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example30,CommenSence,select_toy_common_sense,example30,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example31,CommenSence,select_toy_common_sense,example31,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example32,CommenSence,select_toy_common_sense,example32,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example33,CommenSence,select_toy_common_sense,example33,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example34,CommenSence,select_toy_common_sense,example34,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example35,CommenSence,select_toy_common_sense,example35,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example36,CommenSence,select_toy_common_sense,example36,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example37,CommenSence,select_toy_common_sense,example37,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example38,CommenSence,select_toy_common_sense,example38,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example39,CommenSence,select_toy_common_sense,example39,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example40,CommenSence,select_toy_common_sense,example40,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example41,CommenSence,select_toy_common_sense,example41,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example42,CommenSence,select_toy_common_sense,example42,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example43,CommenSence,select_toy_common_sense,example43,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example44,CommenSence,select_toy_common_sense,example44,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example45,CommenSence,select_toy_common_sense,example45,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example46,CommenSence,select_toy_common_sense,example46,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example47,CommenSence,select_toy_common_sense,example47,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example48,CommenSence,select_toy_common_sense,example48,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example49,CommenSence,select_toy_common_sense,example49,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example50,CommenSence,select_toy_common_sense,example50,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example51,CommenSence,select_toy_common_sense,example51,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example52,CommenSence,select_toy_common_sense,example52,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example53,CommenSence,select_toy_common_sense,example53,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example54,CommenSence,select_toy_common_sense,example54,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example55,CommenSence,select_toy_common_sense,example55,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example56,CommenSence,select_toy_common_sense,example56,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example57,CommenSence,select_toy_common_sense,example57,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example58,CommenSence,select_toy_common_sense,example58,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example59,CommenSence,select_toy_common_sense,example59,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example60,CommenSence,select_toy_common_sense,example60,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example61,CommenSence,select_toy_common_sense,example61,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example62,CommenSence,select_toy_common_sense,example62,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example63,CommenSence,select_toy_common_sense,example63,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example64,CommenSence,select_toy_common_sense,example64,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example65,CommenSence,select_toy_common_sense,example65,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example66,CommenSence,select_toy_common_sense,example66,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example67,CommenSence,select_toy_common_sense,example67,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example68,CommenSence,select_toy_common_sense,example68,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example69,CommenSence,select_toy_common_sense,example69,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example70,CommenSence,select_toy_common_sense,example70,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example71,CommenSence,select_toy_common_sense,example71,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example72,CommenSence,select_toy_common_sense,example72,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example73,CommenSence,select_toy_common_sense,example73,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example74,CommenSence,select_toy_common_sense,example74,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example75,CommenSence,select_toy_common_sense,example75,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example76,CommenSence,select_toy_common_sense,example76,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example77,CommenSence,select_toy_common_sense,example77,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example78,CommenSence,select_toy_common_sense,example78,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example79,CommenSence,select_toy_common_sense,example79,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example80,CommenSence,select_toy_common_sense,example80,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example81,CommenSence,select_toy_common_sense,example81,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example82,CommenSence,select_toy_common_sense,example82,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example83,CommenSence,select_toy_common_sense,example83,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example84,CommenSence,select_toy_common_sense,example84,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example85,CommenSence,select_toy_common_sense,example85,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example86,CommenSence,select_toy_common_sense,example86,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example87,CommenSence,select_toy_common_sense,example87,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example88,CommenSence,select_toy_common_sense,example88,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example89,CommenSence,select_toy_common_sense,example89,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example90,CommenSence,select_toy_common_sense,example90,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example91,CommenSence,select_toy_common_sense,example91,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example92,CommenSence,select_toy_common_sense,example92,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example93,CommenSence,select_toy_common_sense,example93,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example94,CommenSence,select_toy_common_sense,example94,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example95,CommenSence,select_toy_common_sense,example95,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example96,CommenSence,select_toy_common_sense,example96,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example97,CommenSence,select_toy_common_sense,example97,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example98,CommenSence,select_toy_common_sense,example98,pick>place,S0_generic_compatible_preload_target
CommenSence/select_toy_common_sense/example99,CommenSence,select_toy_common_sense,example99,pick>place,S0_generic_compatible_preload_target
M&T/add_condiment/example0,M&T,add_condiment,example0,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example1,M&T,add_condiment,example1,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example2,M&T,add_condiment,example2,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example3,M&T,add_condiment,example3,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example4,M&T,add_condiment,example4,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example6,M&T,add_condiment,example6,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example5,M&T,add_condiment,example5,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example7,M&T,add_condiment,example7,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example8,M&T,add_condiment,example8,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example9,M&T,add_condiment,example9,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example10,M&T,add_condiment,example10,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example11,M&T,add_condiment,example11,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example12,M&T,add_condiment,example12,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example14,M&T,add_condiment,example14,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example13,M&T,add_condiment,example13,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example16,M&T,add_condiment,example16,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example15,M&T,add_condiment,example15,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example17,M&T,add_condiment,example17,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example18,M&T,add_condiment,example18,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example20,M&T,add_condiment,example20,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example19,M&T,add_condiment,example19,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example21,M&T,add_condiment,example21,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example22,M&T,add_condiment,example22,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example23,M&T,add_condiment,example23,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example24,M&T,add_condiment,example24,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example26,M&T,add_condiment,example26,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example25,M&T,add_condiment,example25,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example28,M&T,add_condiment,example28,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example27,M&T,add_condiment,example27,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example30,M&T,add_condiment,example30,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example29,M&T,add_condiment,example29,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example31,M&T,add_condiment,example31,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example32,M&T,add_condiment,example32,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example33,M&T,add_condiment,example33,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example34,M&T,add_condiment,example34,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example36,M&T,add_condiment,example36,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example35,M&T,add_condiment,example35,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example38,M&T,add_condiment,example38,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example37,M&T,add_condiment,example37,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example39,M&T,add_condiment,example39,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example40,M&T,add_condiment,example40,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example41,M&T,add_condiment,example41,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example42,M&T,add_condiment,example42,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example43,M&T,add_condiment,example43,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example44,M&T,add_condiment,example44,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example46,M&T,add_condiment,example46,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example45,M&T,add_condiment,example45,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example48,M&T,add_condiment,example48,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example47,M&T,add_condiment,example47,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example49,M&T,add_condiment,example49,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example50,M&T,add_condiment,example50,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example51,M&T,add_condiment,example51,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example52,M&T,add_condiment,example52,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example53,M&T,add_condiment,example53,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example54,M&T,add_condiment,example54,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example55,M&T,add_condiment,example55,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example56,M&T,add_condiment,example56,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example57,M&T,add_condiment,example57,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example58,M&T,add_condiment,example58,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example60,M&T,add_condiment,example60,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example59,M&T,add_condiment,example59,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example61,M&T,add_condiment,example61,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example62,M&T,add_condiment,example62,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example63,M&T,add_condiment,example63,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example64,M&T,add_condiment,example64,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example66,M&T,add_condiment,example66,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example65,M&T,add_condiment,example65,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example67,M&T,add_condiment,example67,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example68,M&T,add_condiment,example68,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example69,M&T,add_condiment,example69,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example70,M&T,add_condiment,example70,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example71,M&T,add_condiment,example71,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example72,M&T,add_condiment,example72,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example73,M&T,add_condiment,example73,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example74,M&T,add_condiment,example74,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example75,M&T,add_condiment,example75,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example76,M&T,add_condiment,example76,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example77,M&T,add_condiment,example77,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example78,M&T,add_condiment,example78,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example79,M&T,add_condiment,example79,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example80,M&T,add_condiment,example80,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example81,M&T,add_condiment,example81,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example82,M&T,add_condiment,example82,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example83,M&T,add_condiment,example83,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example84,M&T,add_condiment,example84,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example85,M&T,add_condiment,example85,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example86,M&T,add_condiment,example86,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example87,M&T,add_condiment,example87,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example88,M&T,add_condiment,example88,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example90,M&T,add_condiment,example90,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example89,M&T,add_condiment,example89,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example92,M&T,add_condiment,example92,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example91,M&T,add_condiment,example91,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example93,M&T,add_condiment,example93,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example94,M&T,add_condiment,example94,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example95,M&T,add_condiment,example95,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example96,M&T,add_condiment,example96,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example98,M&T,add_condiment,example98,pick>pour,S0_generic_compatible_preload_target
M&T/add_condiment/example97,M&T,add_condiment,example97,pick>pour,S0_generic_compatible_preload_target
M&T/insert_flower/example0,M&T,insert_flower,example0,pick>insert,S0_generic_compatible_preload_target
M&T/add_condiment/example99,M&T,add_condiment,example99,pick>pour,S0_generic_compatible_preload_target
M&T/insert_flower/example1,M&T,insert_flower,example1,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example2,M&T,insert_flower,example2,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example3,M&T,insert_flower,example3,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example4,M&T,insert_flower,example4,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example5,M&T,insert_flower,example5,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example6,M&T,insert_flower,example6,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example7,M&T,insert_flower,example7,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example8,M&T,insert_flower,example8,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example9,M&T,insert_flower,example9,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example10,M&T,insert_flower,example10,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example11,M&T,insert_flower,example11,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example12,M&T,insert_flower,example12,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example13,M&T,insert_flower,example13,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example14,M&T,insert_flower,example14,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example15,M&T,insert_flower,example15,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example16,M&T,insert_flower,example16,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example17,M&T,insert_flower,example17,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example18,M&T,insert_flower,example18,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example19,M&T,insert_flower,example19,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example20,M&T,insert_flower,example20,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example21,M&T,insert_flower,example21,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example22,M&T,insert_flower,example22,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example23,M&T,insert_flower,example23,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example24,M&T,insert_flower,example24,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example25,M&T,insert_flower,example25,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example26,M&T,insert_flower,example26,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example27,M&T,insert_flower,example27,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example28,M&T,insert_flower,example28,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example29,M&T,insert_flower,example29,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example30,M&T,insert_flower,example30,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example31,M&T,insert_flower,example31,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example32,M&T,insert_flower,example32,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example33,M&T,insert_flower,example33,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example34,M&T,insert_flower,example34,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example35,M&T,insert_flower,example35,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example36,M&T,insert_flower,example36,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example37,M&T,insert_flower,example37,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example38,M&T,insert_flower,example38,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example39,M&T,insert_flower,example39,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example40,M&T,insert_flower,example40,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example41,M&T,insert_flower,example41,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example42,M&T,insert_flower,example42,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example43,M&T,insert_flower,example43,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example44,M&T,insert_flower,example44,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example45,M&T,insert_flower,example45,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example46,M&T,insert_flower,example46,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example47,M&T,insert_flower,example47,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example48,M&T,insert_flower,example48,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example49,M&T,insert_flower,example49,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example50,M&T,insert_flower,example50,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example51,M&T,insert_flower,example51,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example52,M&T,insert_flower,example52,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example53,M&T,insert_flower,example53,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example54,M&T,insert_flower,example54,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example55,M&T,insert_flower,example55,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example56,M&T,insert_flower,example56,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example57,M&T,insert_flower,example57,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example58,M&T,insert_flower,example58,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example59,M&T,insert_flower,example59,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example60,M&T,insert_flower,example60,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example61,M&T,insert_flower,example61,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example62,M&T,insert_flower,example62,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example63,M&T,insert_flower,example63,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example64,M&T,insert_flower,example64,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example65,M&T,insert_flower,example65,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example66,M&T,insert_flower,example66,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example67,M&T,insert_flower,example67,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example68,M&T,insert_flower,example68,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example69,M&T,insert_flower,example69,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example70,M&T,insert_flower,example70,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example71,M&T,insert_flower,example71,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example72,M&T,insert_flower,example72,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example73,M&T,insert_flower,example73,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example74,M&T,insert_flower,example74,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example75,M&T,insert_flower,example75,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example76,M&T,insert_flower,example76,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example77,M&T,insert_flower,example77,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example78,M&T,insert_flower,example78,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example79,M&T,insert_flower,example79,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example80,M&T,insert_flower,example80,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example81,M&T,insert_flower,example81,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example82,M&T,insert_flower,example82,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example83,M&T,insert_flower,example83,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example84,M&T,insert_flower,example84,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example85,M&T,insert_flower,example85,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example86,M&T,insert_flower,example86,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example87,M&T,insert_flower,example87,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example88,M&T,insert_flower,example88,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example89,M&T,insert_flower,example89,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example90,M&T,insert_flower,example90,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example91,M&T,insert_flower,example91,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example92,M&T,insert_flower,example92,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example93,M&T,insert_flower,example93,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example94,M&T,insert_flower,example94,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example95,M&T,insert_flower,example95,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example96,M&T,insert_flower,example96,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example97,M&T,insert_flower,example97,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example98,M&T,insert_flower,example98,pick>insert,S0_generic_compatible_preload_target
M&T/insert_flower/example99,M&T,insert_flower,example99,pick>insert,S0_generic_compatible_preload_target
M&T/select_billiards/example0,M&T,select_billiards,example0,pick>place,S0_generic_compatible_preload_target
M&T/select_billiards/example1,M&T,select_billiards,example1,pick>place,S0_generic_compatible_preload_target
M&T/select_billiards/example2,M&T,select_billiards,example2,pick>place,S0_generic_compatible_preload_target
M&T/select_billiards/example3,M&T,select_billiards,example3,pick>place,S0_generic_compatible_preload_target
M&T/select_billiards/example4,M&T,select_billiards,example4,pick>place,S0_generic_compatible_preload_target
M&T/select_billiards/example5,M&T,select_billiards,example5,pick>place,S0_generic_compatible_preload_target
M&T/select_billiards/example6,M&T,select_billiards,example6,pick>place,S0_generic_compatible_preload_target
M&T/select_billiards/example7,M&T,select_billiards,example7,pick>place,S0_generic_compatible_preload_target
