sample_id,category,task_name,example,initial_status,variant,status_code,success
M&T/select_chemistry_tube/example75,M&T,select_chemistry_tube,example75,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
M&T/select_chemistry_tube/example75,M&T,select_chemistry_tube,example75,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,True
M&T/select_chemistry_tube/example75,M&T,select_chemistry_tube,example75,C1_qwen_guided_condition_failure,R1,C1_qwen_guided_condition_failure,False
M&T/select_chemistry_tube/example75,M&T,select_chemistry_tube,example75,C1_qwen_guided_condition_failure,R2,C1_qwen_guided_condition_failure,False
M&T/select_chemistry_tube/example75,M&T,select_chemistry_tube,example75,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
M&T/select_chemistry_tube/example75,M&T,select_chemistry_tube,example75,C1_qwen_guided_condition_failure,R4,C0_qwen_guided_success,True
M&T/select_chemistry_tube/example75,M&T,select_chemistry_tube,example75,C1_qwen_guided_condition_failure,R3_MF,C1_qwen_guided_condition_failure,False
M&T/select_chemistry_tube/example75,M&T,select_chemistry_tube,example75,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
M&T/select_chemistry_tube/example75,M&T,select_chemistry_tube,example75,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,False
M&T/select_chemistry_tube/example79,M&T,select_chemistry_tube,example79,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
M&T/select_chemistry_tube/example79,M&T,select_chemistry_tube,example79,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,False
M&T/select_chemistry_tube/example79,M&T,select_chemistry_tube,example79,C1_qwen_guided_condition_failure,R1,C3_entity_mapping_failure,False
M&T/select_chemistry_tube/example79,M&T,select_chemistry_tube,example79,C1_qwen_guided_condition_failure,R2,C1_qwen_guided_condition_failure,False
M&T/select_chemistry_tube/example79,M&T,select_chemistry_tube,example79,C1_qwen_guided_condition_failure,R3,C1_qwen_guided_condition_failure,False
M&T/select_chemistry_tube/example79,M&T,select_chemistry_tube,example79,C1_qwen_guided_condition_failure,R4,C1_qwen_guided_condition_failure,False
M&T/select_chemistry_tube/example79,M&T,select_chemistry_tube,example79,C1_qwen_guided_condition_failure,R3_MF,C1_qwen_guided_condition_failure,False
M&T/select_chemistry_tube/example79,M&T,select_chemistry_tube,example79,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
M&T/select_chemistry_tube/example79,M&T,select_chemistry_tube,example79,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,False
M&T/select_drink/example39,M&T,select_drink,example39,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
M&T/select_drink/example39,M&T,select_drink,example39,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,True
M&T/select_drink/example39,M&T,select_drink,example39,C1_qwen_guided_condition_failure,R1,C0_qwen_guided_success,True
M&T/select_drink/example39,M&T,select_drink,example39,C1_qwen_guided_condition_failure,R2,C0_qwen_guided_success,True
M&T/select_drink/example39,M&T,select_drink,example39,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
M&T/select_drink/example39,M&T,select_drink,example39,C1_qwen_guided_condition_failure,R4,C0_qwen_guided_success,True
M&T/select_drink/example39,M&T,select_drink,example39,C1_qwen_guided_condition_failure,R3_MF,C3_entity_mapping_failure,False
M&T/select_drink/example39,M&T,select_drink,example39,C1_qwen_guided_condition_failure,R3_MO,C0_qwen_guided_success,True
M&T/select_drink/example39,M&T,select_drink,example39,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,True
M&T/select_drink/example52,M&T,select_drink,example52,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
M&T/select_drink/example52,M&T,select_drink,example52,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,False
M&T/select_drink/example52,M&T,select_drink,example52,C1_qwen_guided_condition_failure,R1,C1_qwen_guided_condition_failure,False
M&T/select_drink/example52,M&T,select_drink,example52,C1_qwen_guided_condition_failure,R2,C1_qwen_guided_condition_failure,False
M&T/select_drink/example52,M&T,select_drink,example52,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
M&T/select_drink/example52,M&T,select_drink,example52,C1_qwen_guided_condition_failure,R4,C0_qwen_guided_success,True
M&T/select_drink/example52,M&T,select_drink,example52,C1_qwen_guided_condition_failure,R3_MF,C1_qwen_guided_condition_failure,False
M&T/select_drink/example52,M&T,select_drink,example52,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
M&T/select_drink/example52,M&T,select_drink,example52,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,False
M&T/select_drink/example8,M&T,select_drink,example8,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
M&T/select_drink/example8,M&T,select_drink,example8,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,False
M&T/select_drink/example8,M&T,select_drink,example8,C1_qwen_guided_condition_failure,R1,C0_qwen_guided_success,True
M&T/select_drink/example8,M&T,select_drink,example8,C1_qwen_guided_condition_failure,R2,C1_qwen_guided_condition_failure,False
M&T/select_drink/example8,M&T,select_drink,example8,C1_qwen_guided_condition_failure,R3,C3_entity_mapping_failure,False
M&T/select_drink/example8,M&T,select_drink,example8,C1_qwen_guided_condition_failure,R4,C0_qwen_guided_success,True
M&T/select_drink/example8,M&T,select_drink,example8,C1_qwen_guided_condition_failure,R3_MF,C3_entity_mapping_failure,False
M&T/select_drink/example8,M&T,select_drink,example8,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
M&T/select_drink/example8,M&T,select_drink,example8,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,False
M&T/select_fruit/example1,M&T,select_fruit,example1,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example1,M&T,select_fruit,example1,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example1,M&T,select_fruit,example1,C1_qwen_guided_condition_failure,R1,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example1,M&T,select_fruit,example1,C1_qwen_guided_condition_failure,R2,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example1,M&T,select_fruit,example1,C1_qwen_guided_condition_failure,R3,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example1,M&T,select_fruit,example1,C1_qwen_guided_condition_failure,R4,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example1,M&T,select_fruit,example1,C1_qwen_guided_condition_failure,R3_MF,C0_qwen_guided_success,True
M&T/select_fruit/example1,M&T,select_fruit,example1,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example1,M&T,select_fruit,example1,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,False
M&T/select_fruit/example2,M&T,select_fruit,example2,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example2,M&T,select_fruit,example2,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example2,M&T,select_fruit,example2,C1_qwen_guided_condition_failure,R1,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example2,M&T,select_fruit,example2,C1_qwen_guided_condition_failure,R2,C0_qwen_guided_success,True
M&T/select_fruit/example2,M&T,select_fruit,example2,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
M&T/select_fruit/example2,M&T,select_fruit,example2,C1_qwen_guided_condition_failure,R4,C0_qwen_guided_success,True
M&T/select_fruit/example2,M&T,select_fruit,example2,C1_qwen_guided_condition_failure,R3_MF,C0_qwen_guided_success,True
M&T/select_fruit/example2,M&T,select_fruit,example2,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example2,M&T,select_fruit,example2,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,True
M&T/select_fruit/example47,M&T,select_fruit,example47,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example47,M&T,select_fruit,example47,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example47,M&T,select_fruit,example47,C1_qwen_guided_condition_failure,R1,C0_qwen_guided_success,True
M&T/select_fruit/example47,M&T,select_fruit,example47,C1_qwen_guided_condition_failure,R2,C0_qwen_guided_success,True
M&T/select_fruit/example47,M&T,select_fruit,example47,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
M&T/select_fruit/example47,M&T,select_fruit,example47,C1_qwen_guided_condition_failure,R4,C0_qwen_guided_success,True
M&T/select_fruit/example47,M&T,select_fruit,example47,C1_qwen_guided_condition_failure,R3_MF,C0_qwen_guided_success,True
M&T/select_fruit/example47,M&T,select_fruit,example47,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example47,M&T,select_fruit,example47,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example50,M&T,select_fruit,example50,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example50,M&T,select_fruit,example50,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example50,M&T,select_fruit,example50,C1_qwen_guided_condition_failure,R1,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example50,M&T,select_fruit,example50,C1_qwen_guided_condition_failure,R2,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example50,M&T,select_fruit,example50,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
M&T/select_fruit/example50,M&T,select_fruit,example50,C1_qwen_guided_condition_failure,R4,C0_qwen_guided_success,True
M&T/select_fruit/example50,M&T,select_fruit,example50,C1_qwen_guided_condition_failure,R3_MF,C0_qwen_guided_success,True
M&T/select_fruit/example50,M&T,select_fruit,example50,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example50,M&T,select_fruit,example50,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,True
M&T/select_fruit/example91,M&T,select_fruit,example91,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example91,M&T,select_fruit,example91,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example91,M&T,select_fruit,example91,C1_qwen_guided_condition_failure,R1,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example91,M&T,select_fruit,example91,C1_qwen_guided_condition_failure,R2,C0_qwen_guided_success,True
M&T/select_fruit/example91,M&T,select_fruit,example91,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
M&T/select_fruit/example91,M&T,select_fruit,example91,C1_qwen_guided_condition_failure,R4,C0_qwen_guided_success,True
M&T/select_fruit/example91,M&T,select_fruit,example91,C1_qwen_guided_condition_failure,R3_MF,C0_qwen_guided_success,True
M&T/select_fruit/example91,M&T,select_fruit,example91,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
M&T/select_fruit/example91,M&T,select_fruit,example91,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,False
M&T/select_poker/example25,M&T,select_poker,example25,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
M&T/select_poker/example25,M&T,select_poker,example25,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,False
M&T/select_poker/example25,M&T,select_poker,example25,C1_qwen_guided_condition_failure,R1,C0_qwen_guided_success,True
M&T/select_poker/example25,M&T,select_poker,example25,C1_qwen_guided_condition_failure,R2,C0_qwen_guided_success,True
M&T/select_poker/example25,M&T,select_poker,example25,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
M&T/select_poker/example25,M&T,select_poker,example25,C1_qwen_guided_condition_failure,R4,C0_qwen_guided_success,True
M&T/select_poker/example25,M&T,select_poker,example25,C1_qwen_guided_condition_failure,R3_MF,C0_qwen_guided_success,True
M&T/select_poker/example25,M&T,select_poker,example25,C1_qwen_guided_condition_failure,R3_MO,C0_qwen_guided_success,True
M&T/select_poker/example25,M&T,select_poker,example25,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,False
M&T/select_poker/example36,M&T,select_poker,example36,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
M&T/select_poker/example36,M&T,select_poker,example36,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,False
M&T/select_poker/example36,M&T,select_poker,example36,C1_qwen_guided_condition_failure,R1,C1_qwen_guided_condition_failure,False
M&T/select_poker/example36,M&T,select_poker,example36,C1_qwen_guided_condition_failure,R2,C0_qwen_guided_success,True
M&T/select_poker/example36,M&T,select_poker,example36,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
M&T/select_poker/example36,M&T,select_poker,example36,C1_qwen_guided_condition_failure,R4,C0_qwen_guided_success,True
M&T/select_poker/example36,M&T,select_poker,example36,C1_qwen_guided_condition_failure,R3_MF,C0_qwen_guided_success,True
M&T/select_poker/example36,M&T,select_poker,example36,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
M&T/select_poker/example36,M&T,select_poker,example36,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,True
M&T/select_poker/example78,M&T,select_poker,example78,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
M&T/select_poker/example78,M&T,select_poker,example78,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,False
M&T/select_poker/example78,M&T,select_poker,example78,C1_qwen_guided_condition_failure,R1,C1_qwen_guided_condition_failure,False
M&T/select_poker/example78,M&T,select_poker,example78,C1_qwen_guided_condition_failure,R2,C0_qwen_guided_success,True
M&T/select_poker/example78,M&T,select_poker,example78,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
M&T/select_poker/example78,M&T,select_poker,example78,C1_qwen_guided_condition_failure,R4,C0_qwen_guided_success,True
M&T/select_poker/example78,M&T,select_poker,example78,C1_qwen_guided_condition_failure,R3_MF,C0_qwen_guided_success,True
M&T/select_poker/example78,M&T,select_poker,example78,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
M&T/select_poker/example78,M&T,select_poker,example78,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,True
M&T/select_poker/example95,M&T,select_poker,example95,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
M&T/select_poker/example95,M&T,select_poker,example95,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,False
M&T/select_poker/example95,M&T,select_poker,example95,C1_qwen_guided_condition_failure,R1,C0_qwen_guided_success,True
M&T/select_poker/example95,M&T,select_poker,example95,C1_qwen_guided_condition_failure,R2,C0_qwen_guided_success,True
M&T/select_poker/example95,M&T,select_poker,example95,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
M&T/select_poker/example95,M&T,select_poker,example95,C1_qwen_guided_condition_failure,R4,C0_qwen_guided_success,True
M&T/select_poker/example95,M&T,select_poker,example95,C1_qwen_guided_condition_failure,R3_MF,C0_qwen_guided_success,True
M&T/select_poker/example95,M&T,select_poker,example95,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
M&T/select_poker/example95,M&T,select_poker,example95,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,False
Semantic/insert_flower_semantic/example70,Semantic,insert_flower_semantic,example70,C1_qwen_guided_condition_failure,SR,C0_qwen_guided_success,True
Semantic/insert_flower_semantic/example70,Semantic,insert_flower_semantic,example70,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,True
Semantic/insert_flower_semantic/example70,Semantic,insert_flower_semantic,example70,C1_qwen_guided_condition_failure,R1,C0_qwen_guided_success,True
Semantic/insert_flower_semantic/example70,Semantic,insert_flower_semantic,example70,C1_qwen_guided_condition_failure,R2,C0_qwen_guided_success,True
Semantic/insert_flower_semantic/example70,Semantic,insert_flower_semantic,example70,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
Semantic/insert_flower_semantic/example70,Semantic,insert_flower_semantic,example70,C1_qwen_guided_condition_failure,R4,C0_qwen_guided_success,True
Semantic/insert_flower_semantic/example70,Semantic,insert_flower_semantic,example70,C1_qwen_guided_condition_failure,R3_MF,C0_qwen_guided_success,True
Semantic/insert_flower_semantic/example70,Semantic,insert_flower_semantic,example70,C1_qwen_guided_condition_failure,R3_MO,C0_qwen_guided_success,True
Semantic/insert_flower_semantic/example70,Semantic,insert_flower_semantic,example70,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,False
Semantic/select_book_semantic/example14,Semantic,select_book_semantic,example14,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example14,Semantic,select_book_semantic,example14,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example14,Semantic,select_book_semantic,example14,C1_qwen_guided_condition_failure,R1,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example14,Semantic,select_book_semantic,example14,C1_qwen_guided_condition_failure,R2,C3_entity_mapping_failure,False
Semantic/select_book_semantic/example14,Semantic,select_book_semantic,example14,C1_qwen_guided_condition_failure,R3,C3_entity_mapping_failure,False
Semantic/select_book_semantic/example14,Semantic,select_book_semantic,example14,C1_qwen_guided_condition_failure,R4,C3_entity_mapping_failure,False
Semantic/select_book_semantic/example14,Semantic,select_book_semantic,example14,C1_qwen_guided_condition_failure,R3_MF,C3_entity_mapping_failure,False
Semantic/select_book_semantic/example14,Semantic,select_book_semantic,example14,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example14,Semantic,select_book_semantic,example14,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,False
Semantic/select_book_semantic/example30,Semantic,select_book_semantic,example30,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example30,Semantic,select_book_semantic,example30,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,False
Semantic/select_book_semantic/example30,Semantic,select_book_semantic,example30,C1_qwen_guided_condition_failure,R1,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example30,Semantic,select_book_semantic,example30,C1_qwen_guided_condition_failure,R2,C0_qwen_guided_success,True
Semantic/select_book_semantic/example30,Semantic,select_book_semantic,example30,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
Semantic/select_book_semantic/example30,Semantic,select_book_semantic,example30,C1_qwen_guided_condition_failure,R4,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example30,Semantic,select_book_semantic,example30,C1_qwen_guided_condition_failure,R3_MF,C0_qwen_guided_success,True
Semantic/select_book_semantic/example30,Semantic,select_book_semantic,example30,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example30,Semantic,select_book_semantic,example30,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,False
Semantic/select_book_semantic/example39,Semantic,select_book_semantic,example39,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example39,Semantic,select_book_semantic,example39,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,True
Semantic/select_book_semantic/example39,Semantic,select_book_semantic,example39,C1_qwen_guided_condition_failure,R1,C0_qwen_guided_success,True
Semantic/select_book_semantic/example39,Semantic,select_book_semantic,example39,C1_qwen_guided_condition_failure,R2,C0_qwen_guided_success,True
Semantic/select_book_semantic/example39,Semantic,select_book_semantic,example39,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
Semantic/select_book_semantic/example39,Semantic,select_book_semantic,example39,C1_qwen_guided_condition_failure,R4,C0_qwen_guided_success,True
Semantic/select_book_semantic/example39,Semantic,select_book_semantic,example39,C1_qwen_guided_condition_failure,R3_MF,C0_qwen_guided_success,True
Semantic/select_book_semantic/example39,Semantic,select_book_semantic,example39,C1_qwen_guided_condition_failure,R3_MO,C0_qwen_guided_success,True
Semantic/select_book_semantic/example39,Semantic,select_book_semantic,example39,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,False
Semantic/select_book_semantic/example42,Semantic,select_book_semantic,example42,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example42,Semantic,select_book_semantic,example42,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,False
Semantic/select_book_semantic/example42,Semantic,select_book_semantic,example42,C1_qwen_guided_condition_failure,R1,C2_qwen_conversion_failure,False
Semantic/select_book_semantic/example42,Semantic,select_book_semantic,example42,C1_qwen_guided_condition_failure,R2,C0_qwen_guided_success,True
Semantic/select_book_semantic/example42,Semantic,select_book_semantic,example42,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
Semantic/select_book_semantic/example42,Semantic,select_book_semantic,example42,C1_qwen_guided_condition_failure,R4,C0_qwen_guided_success,True
Semantic/select_book_semantic/example42,Semantic,select_book_semantic,example42,C1_qwen_guided_condition_failure,R3_MF,C0_qwen_guided_success,True
Semantic/select_book_semantic/example42,Semantic,select_book_semantic,example42,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example42,Semantic,select_book_semantic,example42,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,False
Semantic/select_book_semantic/example53,Semantic,select_book_semantic,example53,C1_qwen_guided_condition_failure,SR,C0_qwen_guided_success,True
Semantic/select_book_semantic/example53,Semantic,select_book_semantic,example53,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example53,Semantic,select_book_semantic,example53,C1_qwen_guided_condition_failure,R1,C0_qwen_guided_success,True
Semantic/select_book_semantic/example53,Semantic,select_book_semantic,example53,C1_qwen_guided_condition_failure,R2,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example53,Semantic,select_book_semantic,example53,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
Semantic/select_book_semantic/example53,Semantic,select_book_semantic,example53,C1_qwen_guided_condition_failure,R4,C0_qwen_guided_success,True
Semantic/select_book_semantic/example53,Semantic,select_book_semantic,example53,C1_qwen_guided_condition_failure,R3_MF,C0_qwen_guided_success,True
Semantic/select_book_semantic/example53,Semantic,select_book_semantic,example53,C1_qwen_guided_condition_failure,R3_MO,C0_qwen_guided_success,True
Semantic/select_book_semantic/example53,Semantic,select_book_semantic,example53,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,False
Semantic/select_book_semantic/example62,Semantic,select_book_semantic,example62,C1_qwen_guided_condition_failure,SR,C0_qwen_guided_success,True
Semantic/select_book_semantic/example62,Semantic,select_book_semantic,example62,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,True
Semantic/select_book_semantic/example62,Semantic,select_book_semantic,example62,C1_qwen_guided_condition_failure,R1,C0_qwen_guided_success,True
Semantic/select_book_semantic/example62,Semantic,select_book_semantic,example62,C1_qwen_guided_condition_failure,R2,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example62,Semantic,select_book_semantic,example62,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
Semantic/select_book_semantic/example62,Semantic,select_book_semantic,example62,C1_qwen_guided_condition_failure,R4,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example62,Semantic,select_book_semantic,example62,C1_qwen_guided_condition_failure,R3_MF,C0_qwen_guided_success,True
Semantic/select_book_semantic/example62,Semantic,select_book_semantic,example62,C1_qwen_guided_condition_failure,R3_MO,C0_qwen_guided_success,True
Semantic/select_book_semantic/example62,Semantic,select_book_semantic,example62,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,False
Semantic/select_book_semantic/example67,Semantic,select_book_semantic,example67,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example67,Semantic,select_book_semantic,example67,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,False
Semantic/select_book_semantic/example67,Semantic,select_book_semantic,example67,C1_qwen_guided_condition_failure,R1,C2_qwen_conversion_failure,False
Semantic/select_book_semantic/example67,Semantic,select_book_semantic,example67,C1_qwen_guided_condition_failure,R2,C0_qwen_guided_success,True
Semantic/select_book_semantic/example67,Semantic,select_book_semantic,example67,C1_qwen_guided_condition_failure,R3,C3_entity_mapping_failure,False
Semantic/select_book_semantic/example67,Semantic,select_book_semantic,example67,C1_qwen_guided_condition_failure,R4,C3_entity_mapping_failure,False
Semantic/select_book_semantic/example67,Semantic,select_book_semantic,example67,C1_qwen_guided_condition_failure,R3_MF,C3_entity_mapping_failure,False
Semantic/select_book_semantic/example67,Semantic,select_book_semantic,example67,C1_qwen_guided_condition_failure,R3_MO,C2_qwen_conversion_failure,False
Semantic/select_book_semantic/example67,Semantic,select_book_semantic,example67,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,False
Semantic/select_book_semantic/example78,Semantic,select_book_semantic,example78,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example78,Semantic,select_book_semantic,example78,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,False
Semantic/select_book_semantic/example78,Semantic,select_book_semantic,example78,C1_qwen_guided_condition_failure,R1,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example78,Semantic,select_book_semantic,example78,C1_qwen_guided_condition_failure,R2,C0_qwen_guided_success,True
Semantic/select_book_semantic/example78,Semantic,select_book_semantic,example78,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
Semantic/select_book_semantic/example78,Semantic,select_book_semantic,example78,C1_qwen_guided_condition_failure,R4,C0_qwen_guided_success,True
Semantic/select_book_semantic/example78,Semantic,select_book_semantic,example78,C1_qwen_guided_condition_failure,R3_MF,C3_entity_mapping_failure,False
Semantic/select_book_semantic/example78,Semantic,select_book_semantic,example78,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example78,Semantic,select_book_semantic,example78,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,False
Semantic/select_book_semantic/example83,Semantic,select_book_semantic,example83,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
Semantic/select_book_semantic/example83,Semantic,select_book_semantic,example83,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,False
Semantic/select_book_semantic/example83,Semantic,select_book_semantic,example83,C1_qwen_guided_condition_failure,R1,C3_entity_mapping_failure,False
Semantic/select_book_semantic/example83,Semantic,select_book_semantic,example83,C1_qwen_guided_condition_failure,R2,C3_entity_mapping_failure,False
Semantic/select_book_semantic/example83,Semantic,select_book_semantic,example83,C1_qwen_guided_condition_failure,R3,C0_qwen_guided_success,True
Semantic/select_book_semantic/example83,Semantic,select_book_semantic,example83,C1_qwen_guided_condition_failure,R4,C3_entity_mapping_failure,False
Semantic/select_book_semantic/example83,Semantic,select_book_semantic,example83,C1_qwen_guided_condition_failure,R3_MF,C3_entity_mapping_failure,False
Semantic/select_book_semantic/example83,Semantic,select_book_semantic,example83,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
