ablation_index,sample_id,track_c_status,variant,variant_status,variant_execution_status,variant_success,variant_progress_score,variant_elapsed_s,case_dir,updated_at
89,M&T/select_fruit/example50,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,40.3046088218689,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_fruit\example50,2026-06-11 19:54:56
90,M&T/select_fruit/example91,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_fruit\example91,2026-06-11 19:54:56
91,M&T/select_poker/example25,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_poker\example25,2026-06-11 19:54:56
92,M&T/select_poker/example36,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,28.24560260772705,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_poker\example36,2026-06-11 19:55:26
93,M&T/select_poker/example78,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,27.82503652572632,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_poker\example78,2026-06-11 19:55:55
94,M&T/select_poker/example95,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_poker\example95,2026-06-11 19:55:55
95,Semantic/insert_flower_semantic/example70,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\insert_flower_semantic\example70,2026-06-11 19:55:55
96,Semantic/select_book_semantic/example14,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_book_semantic\example14,2026-06-11 19:55:55
97,Semantic/select_book_semantic/example30,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_book_semantic\example30,2026-06-11 19:55:55
98,Semantic/select_book_semantic/example39,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_book_semantic\example39,2026-06-11 19:55:55
99,Semantic/select_book_semantic/example42,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_book_semantic\example42,2026-06-11 19:55:55
100,Semantic/select_book_semantic/example53,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_book_semantic\example53,2026-06-11 19:55:55
101,Semantic/select_book_semantic/example62,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_book_semantic\example62,2026-06-11 19:55:55
102,Semantic/select_book_semantic/example67,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_book_semantic\example67,2026-06-11 19:55:55
103,Semantic/select_book_semantic/example78,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_book_semantic\example78,2026-06-11 19:55:55
104,Semantic/select_book_semantic/example83,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_book_semantic\example83,2026-06-11 19:55:55
105,Semantic/select_book_semantic/example94,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_book_semantic\example94,2026-06-11 19:55:55
106,Semantic/select_book_semantic/example96,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_book_semantic\example96,2026-06-11 19:55:55
107,Semantic/select_chemistry_tube_semantic/example5,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_chemistry_tube_semantic\example5,2026-06-11 19:55:55
108,Semantic/select_chemistry_tube_semantic/example78,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_chemistry_tube_semantic\example78,2026-06-11 19:55:55
109,Semantic/select_drink_semantic/example13,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_drink_semantic\example13,2026-06-11 19:55:55
110,Semantic/select_drink_semantic/example42,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_drink_semantic\example42,2026-06-11 19:55:55
111,Semantic/select_drink_semantic/example55,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_drink_semantic\example55,2026-06-11 19:55:55
112,Semantic/select_drink_semantic/example64,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_drink_semantic\example64,2026-06-11 19:55:55
113,Semantic/select_drink_semantic/example70,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.0,33.2951819896698,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_drink_semantic\example70,2026-06-11 19:56:30
114,Semantic/select_drink_semantic/example93,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_drink_semantic\example93,2026-06-11 19:56:30
115,Semantic/select_drink_semantic/example95,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.0,33.32630372047424,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_drink_semantic\example95,2026-06-11 19:57:04
116,Semantic/select_fruit_semantic/example37,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_fruit_semantic\example37,2026-06-11 19:57:04
117,Semantic/select_poker_semantic/example12,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_poker_semantic\example12,2026-06-11 19:57:04
118,Semantic/select_poker_semantic/example16,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_poker_semantic\example16,2026-06-11 19:57:04
119,Semantic/select_poker_semantic/example18,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_poker_semantic\example18,2026-06-11 19:57:04
120,Semantic/select_poker_semantic/example36,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_poker_semantic\example36,2026-06-11 19:57:04
121,Semantic/select_poker_semantic/example46,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,35.35281777381897,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_poker_semantic\example46,2026-06-11 19:57:41
122,Semantic/select_poker_semantic/example47,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_poker_semantic\example47,2026-06-11 19:57:41
123,Semantic/select_poker_semantic/example62,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_poker_semantic\example62,2026-06-11 19:57:41
124,Semantic/select_poker_semantic/example65,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_poker_semantic\example65,2026-06-11 19:57:41
125,Semantic/select_poker_semantic/example70,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_poker_semantic\example70,2026-06-11 19:57:41
126,Semantic/select_poker_semantic/example72,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_poker_semantic\example72,2026-06-11 19:57:41
127,Semantic/select_poker_semantic/example73,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_poker_semantic\example73,2026-06-11 19:57:41
128,Semantic/select_poker_semantic/example82,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,33.753684759140015,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_poker_semantic\example82,2026-06-11 19:58:17
129,Semantic/select_poker_semantic/example83,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_poker_semantic\example83,2026-06-11 19:58:17
130,Semantic/select_poker_semantic/example91,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,28.862167596817017,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_poker_semantic\example91,2026-06-11 19:58:47
131,Semantic/select_poker_semantic/example92,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,33.1958281993866,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_poker_semantic\example92,2026-06-11 19:59:22
132,Semantic/select_toy_semantic/example42,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_toy_semantic\example42,2026-06-11 19:59:22
133,Semantic/select_toy_semantic/example84,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_toy_semantic\example84,2026-06-11 19:59:22
134,Semantic/select_toy_semantic/example91,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Semantic\select_toy_semantic\example91,2026-06-11 19:59:22
135,Spatial/insert_bloom_flower/example29,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,50.269912242889404,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\insert_bloom_flower\example29,2026-06-11 20:00:13
136,Spatial/insert_bloom_flower/example39,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,47.85300016403198,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\insert_bloom_flower\example39,2026-06-11 20:01:03
137,Spatial/insert_bloom_flower/example40,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,50.278759479522705,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\insert_bloom_flower\example40,2026-06-11 20:01:54
138,Spatial/insert_bloom_flower/example60,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,50.53122019767761,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\insert_bloom_flower\example60,2026-06-11 20:02:46
139,Spatial/insert_bloom_flower/example68,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,39.38648772239685,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\insert_bloom_flower\example68,2026-06-11 20:03:27
140,Spatial/select_billiards_spatial/example1,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_billiards_spatial\example1,2026-06-11 20:03:27
141,Spatial/select_billiards_spatial/example28,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_billiards_spatial\example28,2026-06-11 20:03:27
142,Spatial/select_billiards_spatial/example4,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_billiards_spatial\example4,2026-06-11 20:03:27
143,Spatial/select_billiards_spatial/example44,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_billiards_spatial\example44,2026-06-11 20:03:27
144,Spatial/select_billiards_spatial/example50,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_billiards_spatial\example50,2026-06-11 20:03:27
145,Spatial/select_billiards_spatial/example85,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_billiards_spatial\example85,2026-06-11 20:03:27
146,Spatial/select_billiards_spatial/example89,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_billiards_spatial\example89,2026-06-11 20:03:27
147,Spatial/select_book_spatial/example0,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_book_spatial\example0,2026-06-11 20:03:27
148,Spatial/select_book_spatial/example13,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_book_spatial\example13,2026-06-11 20:03:27
149,Spatial/select_book_spatial/example24,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_book_spatial\example24,2026-06-11 20:03:27
150,Spatial/select_book_spatial/example30,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_book_spatial\example30,2026-06-11 20:03:27
151,Spatial/select_book_spatial/example33,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.5,37.40737581253052,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_book_spatial\example33,2026-06-11 20:04:06
152,Spatial/select_book_spatial/example34,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_book_spatial\example34,2026-06-11 20:04:06
153,Spatial/select_book_spatial/example47,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_book_spatial\example47,2026-06-11 20:04:06
154,Spatial/select_book_spatial/example59,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_book_spatial\example59,2026-06-11 20:04:06
155,Spatial/select_book_spatial/example61,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.5,35.12680697441101,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_book_spatial\example61,2026-06-11 20:04:43
156,Spatial/select_book_spatial/example72,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.5,30.141606330871582,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_book_spatial\example72,2026-06-11 20:05:14
157,Spatial/select_book_spatial/example8,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_book_spatial\example8,2026-06-11 20:05:14
158,Spatial/select_book_spatial/example81,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_book_spatial\example81,2026-06-11 20:05:14
159,Spatial/select_book_spatial/example85,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_book_spatial\example85,2026-06-11 20:05:14
160,Spatial/select_book_spatial/example89,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.5,31.551799774169922,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_book_spatial\example89,2026-06-11 20:05:47
161,Spatial/select_chemistry_tube_spatial/example14,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_chemistry_tube_spatial\example14,2026-06-11 20:05:47
162,Spatial/select_chemistry_tube_spatial/example16,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_chemistry_tube_spatial\example16,2026-06-11 20:05:47
163,Spatial/select_chemistry_tube_spatial/example20,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.0,10.61361813545227,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_chemistry_tube_spatial\example20,2026-06-11 20:05:59
164,Spatial/select_chemistry_tube_spatial/example24,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_chemistry_tube_spatial\example24,2026-06-11 20:05:59
165,Spatial/select_chemistry_tube_spatial/example26,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_chemistry_tube_spatial\example26,2026-06-11 20:05:59
166,Spatial/select_chemistry_tube_spatial/example29,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_chemistry_tube_spatial\example29,2026-06-11 20:05:59
167,Spatial/select_chemistry_tube_spatial/example31,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_chemistry_tube_spatial\example31,2026-06-11 20:05:59
168,Spatial/select_chemistry_tube_spatial/example33,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_chemistry_tube_spatial\example33,2026-06-11 20:05:59
169,Spatial/select_chemistry_tube_spatial/example35,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_chemistry_tube_spatial\example35,2026-06-11 20:05:59
170,Spatial/select_chemistry_tube_spatial/example38,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_chemistry_tube_spatial\example38,2026-06-11 20:05:59
171,Spatial/select_chemistry_tube_spatial/example45,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_chemistry_tube_spatial\example45,2026-06-11 20:05:59
172,Spatial/select_chemistry_tube_spatial/example52,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_chemistry_tube_spatial\example52,2026-06-11 20:05:59
173,Spatial/select_chemistry_tube_spatial/example53,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_chemistry_tube_spatial\example53,2026-06-11 20:05:59
174,Spatial/select_chemistry_tube_spatial/example55,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_chemistry_tube_spatial\example55,2026-06-11 20:05:59
175,Spatial/select_chemistry_tube_spatial/example60,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\Spatial\select_chemistry_tube_spatial\example60,2026-06-11 20:05:59
