ablation_index,sample_id,track_c_status,variant,schema_valid,parse_error,conversion_ok,conversion_errors,skill_sequence,status,updated_at
205,Spatial/select_toy_spatial/example42,C1_qwen_guided_condition_failure,R1,True,,False,step1:unmapped_component:farthest_giftbox_on_right,pick>place,completed,2026-05-30 19:33:12
206,Spatial/select_toy_spatial/example44,C1_qwen_guided_condition_failure,R1,True,,False,step1:unmapped_component:nearest_giftbox_on_left,pick>place,completed,2026-05-30 19:33:13
207,Spatial/select_toy_spatial/example51,C1_qwen_guided_condition_failure,R1,True,,False,step1:unmapped_component:nearest_giftbox_on_left,pick>place,completed,2026-05-30 19:33:14
208,Spatial/select_toy_spatial/example52,C1_qwen_guided_condition_failure,R1,True,,False,step1:unmapped_component:giftbox_3,pick>place,completed,2026-05-30 19:33:16
209,Spatial/select_toy_spatial/example53,C1_qwen_guided_condition_failure,R1,True,,True,,pick>place,completed,2026-05-30 19:33:17
210,Spatial/select_toy_spatial/example55,C1_qwen_guided_condition_failure,R1,True,,False,step1:unmapped_component:farthest_giftbox_on_right,pick>place,completed,2026-05-30 19:33:18
211,Spatial/select_toy_spatial/example58,C1_qwen_guided_condition_failure,R1,True,,True,,pick>place,completed,2026-05-30 19:33:19
212,Spatial/select_toy_spatial/example61,C1_qwen_guided_condition_failure,R1,True,,False,step1:unmapped_component:nearest_giftbox_on_right,pick>place,completed,2026-05-30 19:33:20
213,Spatial/select_toy_spatial/example70,C1_qwen_guided_condition_failure,R1,True,,False,step1:unmapped_component:nearest_giftbox_on_left,pick>place,completed,2026-05-30 19:33:21
214,Spatial/select_toy_spatial/example72,C1_qwen_guided_condition_failure,R1,True,,True,,pick>place,completed,2026-05-30 19:33:22
215,Spatial/select_toy_spatial/example75,C1_qwen_guided_condition_failure,R1,True,,True,,pick>place,completed,2026-05-30 19:33:24
216,Spatial/select_toy_spatial/example78,C1_qwen_guided_condition_failure,R1,True,,False,step1:unmapped_component:nearest giftbox on the right,pick>place,completed,2026-05-30 19:33:25
217,Spatial/select_toy_spatial/example81,C1_qwen_guided_condition_failure,R1,True,,True,,pick>place,completed,2026-05-30 19:33:26
218,Spatial/select_toy_spatial/example85,C1_qwen_guided_condition_failure,R1,True,,True,,pick>place,completed,2026-05-30 19:33:27
219,Spatial/select_toy_spatial/example86,C1_qwen_guided_condition_failure,R1,True,,True,,pick>place,completed,2026-05-30 19:33:28
220,Spatial/select_toy_spatial/example98,C1_qwen_guided_condition_failure,R1,True,,False,step1:unmapped_component:farthest_giftbox_on_the_left,pick>place,completed,2026-05-30 19:33:29
221,CommenSence/select_billiards_common_sense/example24,C2_qwen_conversion_failure,R1,True,,False,step0:unmapped_component:ball_worth_5_score;step1:unmapped_component:hole,pick>place,completed,2026-05-30 19:33:30
222,CommenSence/select_billiards_common_sense/example60,C2_qwen_conversion_failure,R1,True,,False,step0:unmapped_component:ball_worth_5_score;step1:unmapped_component:hole,pick>place,completed,2026-05-30 19:33:32
223,CommenSence/select_nth_largest_poker/example3,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:33:32
224,CommenSence/select_nth_largest_poker/example35,C2_qwen_conversion_failure,R1,True,,False,step0:unmapped_component:largest_poker,pick,completed,2026-05-30 19:33:33
225,CommenSence/select_nth_largest_poker/example77,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:33:34
226,CommenSence/select_nth_largest_poker/example89,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:33:35
227,M&T/select_billiards/example13,C2_qwen_conversion_failure,R1,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-30 19:33:36
228,M&T/select_billiards/example21,C2_qwen_conversion_failure,R1,True,,False,step1:unmapped_component:any_hole,pick>insert,completed,2026-05-30 19:33:37
229,M&T/select_billiards/example41,C2_qwen_conversion_failure,R1,True,,False,step1:unmapped_component:any_hole,pick>insert,completed,2026-05-30 19:33:38
230,M&T/select_billiards/example49,C2_qwen_conversion_failure,R1,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-30 19:33:39
231,M&T/select_billiards/example53,C2_qwen_conversion_failure,R1,True,,False,step1:unmapped_component:any_hole,pick>place,completed,2026-05-30 19:33:40
232,M&T/select_billiards/example92,C2_qwen_conversion_failure,R1,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-30 19:33:42
233,M&T/select_poker/example10,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:42
234,M&T/select_poker/example11,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:43
235,M&T/select_poker/example13,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:44
236,M&T/select_poker/example15,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:45
237,M&T/select_poker/example18,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:46
238,M&T/select_poker/example27,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:47
239,M&T/select_poker/example31,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:48
240,M&T/select_poker/example42,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:49
241,M&T/select_poker/example46,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:50
242,M&T/select_poker/example50,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:51
243,M&T/select_poker/example51,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:51
244,M&T/select_poker/example61,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:52
245,M&T/select_poker/example67,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:53
246,M&T/select_poker/example75,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:54
247,M&T/select_poker/example76,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:55
248,M&T/select_poker/example81,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:56
249,M&T/select_poker/example86,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:57
250,M&T/select_poker/example89,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:58
251,M&T/select_poker/example90,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:59
252,M&T/select_poker/example91,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:33:59
253,M&T/select_poker/example92,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:34:00
254,M&T/select_poker/example93,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:34:01
255,M&T/select_poker/example96,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:34:02
256,PhysicsLaw/density_qa/example62,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:03
257,PhysicsLaw/density_qa/example72,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:04
258,PhysicsLaw/density_qa/example78,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:04
259,PhysicsLaw/density_qa/example82,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:05
260,PhysicsLaw/friction_qa/example56,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:06
261,PhysicsLaw/friction_qa/example72,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:06
262,PhysicsLaw/friction_qa/example77,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:07
263,PhysicsLaw/speed_of_sound_qa/example51,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:08
264,PhysicsLaw/speed_of_sound_qa/example80,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:09
265,PhysicsLaw/speed_of_sound_qa/example86,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:09
266,PhysicsLaw/speed_of_sound_qa/example91,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:10
267,PhysicsLaw/speed_of_sound_qa/example99,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:11
268,Semantic/select_book_semantic/example84,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:11
269,Semantic/select_drink_semantic/example47,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:12
270,Semantic/select_poker_semantic/example21,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:13
271,Semantic/select_poker_semantic/example23,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:14
272,Semantic/select_poker_semantic/example25,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:14
273,Semantic/select_poker_semantic/example35,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:15
274,Semantic/select_poker_semantic/example5,C2_qwen_conversion_failure,R1,True,,True,,pick,completed,2026-05-30 19:34:16
275,Semantic/select_poker_semantic/example52,C2_qwen_conversion_failure,R1,True,,False,step1:unmapped_component:deck,pick>place,completed,2026-05-30 19:34:17
276,Semantic/select_poker_semantic/example53,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:18
277,Semantic/select_poker_semantic/example67,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:19
278,Semantic/select_poker_semantic/example77,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:19
279,Semantic/select_poker_semantic/example97,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:20
280,Semantic/select_toy_semantic/example51,C2_qwen_conversion_failure,R1,False,,False,sequence_missing_or_empty,,completed,2026-05-30 19:34:21
281,M&T/select_billiards/example62,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-30 19:34:22
282,Spatial/select_billiards_spatial/example0,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-30 19:34:23
283,Spatial/select_billiards_spatial/example11,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-30 19:34:24
284,Spatial/select_billiards_spatial/example14,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-30 19:34:25
285,Spatial/select_billiards_spatial/example19,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-30 19:34:26
286,Spatial/select_billiards_spatial/example27,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-30 19:34:27
287,Spatial/select_billiards_spatial/example38,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-30 19:34:29
288,Spatial/select_billiards_spatial/example51,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-30 19:34:30
289,Spatial/select_billiards_spatial/example53,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-30 19:34:31
290,Spatial/select_billiards_spatial/example57,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-30 19:34:32
291,Spatial/select_billiards_spatial/example61,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-30 19:34:33
292,Spatial/select_billiards_spatial/example63,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-30 19:34:34
293,Spatial/select_billiards_spatial/example64,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-30 19:34:35
294,Spatial/select_billiards_spatial/example66,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-30 19:34:37
295,Spatial/select_billiards_spatial/example70,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-30 19:34:38
296,Spatial/select_billiards_spatial/example73,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-30 19:34:39
297,Spatial/select_billiards_spatial/example74,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-30 19:34:40
298,Spatial/select_billiards_spatial/example88,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-30 19:34:41
299,Spatial/select_billiards_spatial/example92,C3_entity_mapping_failure,R1,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-30 19:34:43
300,Semantic/select_poker_semantic/example49,C4_unsupported_qwen_skill,R1,True,,True,,push,completed,2026-05-30 19:34:43
