ablation_index,sample_id,track_c_status,variant,schema_valid,parse_error,conversion_ok,conversion_errors,skill_sequence,status,updated_at
203,Spatial/select_toy_spatial/example34,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:nearest giftbox on the left,pick>place,completed,2026-05-31 17:26:41
204,Spatial/select_toy_spatial/example35,C1_qwen_guided_condition_failure,R2,True,,False,"step1:ambiguous_component:giftbox=>['target_giftbox_seen', 'another_giftbox_seen']",pick>place,completed,2026-05-31 17:26:43
205,Spatial/select_toy_spatial/example42,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:farthest giftbox on the right,pick>place,completed,2026-05-31 17:26:44
206,Spatial/select_toy_spatial/example44,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:nearest_giftbox_on_left,pick>place,completed,2026-05-31 17:26:46
207,Spatial/select_toy_spatial/example51,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:nearest_giftbox_on_left,pick>place,completed,2026-05-31 17:26:48
208,Spatial/select_toy_spatial/example52,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:farthest giftbox on the right,pick>place,completed,2026-05-31 17:26:49
209,Spatial/select_toy_spatial/example53,C1_qwen_guided_condition_failure,R2,True,,False,"step1:ambiguous_component:giftbox=>['target_giftbox_seen', 'another_giftbox_seen']",pick>place,completed,2026-05-31 17:26:51
210,Spatial/select_toy_spatial/example55,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:farthest_giftbox_on_right,pick>place,completed,2026-05-31 17:26:53
211,Spatial/select_toy_spatial/example58,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:farthest giftbox on the left,pick>place,completed,2026-05-31 17:26:55
212,Spatial/select_toy_spatial/example61,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:26:58
213,Spatial/select_toy_spatial/example70,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:nearest_giftbox_on_left,pick>place,completed,2026-05-31 17:27:01
214,Spatial/select_toy_spatial/example72,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:27:04
215,Spatial/select_toy_spatial/example75,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:farthest_giftbox_on_the_right,pick>place,completed,2026-05-31 17:27:07
216,Spatial/select_toy_spatial/example78,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:nearest giftbox on the right,pick>place,completed,2026-05-31 17:27:10
217,Spatial/select_toy_spatial/example81,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:farthest_giftbox_on_right,pick>place,completed,2026-05-31 17:27:12
218,Spatial/select_toy_spatial/example85,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:27:13
219,Spatial/select_toy_spatial/example86,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:nearest_giftbox_on_right,pick>place,completed,2026-05-31 17:27:15
220,Spatial/select_toy_spatial/example98,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:farthest_giftbox_on_the_left,pick>place,completed,2026-05-31 17:27:17
221,CommenSence/select_billiards_common_sense/example24,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:18
222,CommenSence/select_billiards_common_sense/example60,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:19
223,CommenSence/select_nth_largest_poker/example3,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:21
224,CommenSence/select_nth_largest_poker/example35,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:22
225,CommenSence/select_nth_largest_poker/example77,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:24
226,CommenSence/select_nth_largest_poker/example89,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:25
227,M&T/select_billiards/example13,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:26
228,M&T/select_billiards/example21,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:27
229,M&T/select_billiards/example41,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:28
230,M&T/select_billiards/example49,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:29
231,M&T/select_billiards/example53,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:31
232,M&T/select_billiards/example92,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:32
233,M&T/select_poker/example10,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:33
234,M&T/select_poker/example11,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:35
235,M&T/select_poker/example13,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:36
236,M&T/select_poker/example15,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:38
237,M&T/select_poker/example18,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:39
238,M&T/select_poker/example27,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:41
239,M&T/select_poker/example31,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:42
240,M&T/select_poker/example42,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:43
241,M&T/select_poker/example46,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:45
242,M&T/select_poker/example50,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:46
243,M&T/select_poker/example51,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:47
244,M&T/select_poker/example61,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:49
245,M&T/select_poker/example67,C2_qwen_conversion_failure,R2,True,,True,,pick,completed,2026-05-31 17:27:50
246,M&T/select_poker/example75,C2_qwen_conversion_failure,R2,True,,True,,pick,completed,2026-05-31 17:27:51
247,M&T/select_poker/example76,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:53
248,M&T/select_poker/example81,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:54
249,M&T/select_poker/example86,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:55
250,M&T/select_poker/example89,C2_qwen_conversion_failure,R2,True,,True,,pick,completed,2026-05-31 17:27:57
251,M&T/select_poker/example90,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:58
252,M&T/select_poker/example91,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:27:59
253,M&T/select_poker/example92,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:01
254,M&T/select_poker/example93,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:02
255,M&T/select_poker/example96,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:03
256,PhysicsLaw/density_qa/example62,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:04
257,PhysicsLaw/density_qa/example72,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:05
258,PhysicsLaw/density_qa/example78,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:07
259,PhysicsLaw/density_qa/example82,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:08
260,PhysicsLaw/friction_qa/example56,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:09
261,PhysicsLaw/friction_qa/example72,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:10
262,PhysicsLaw/friction_qa/example77,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:12
263,PhysicsLaw/speed_of_sound_qa/example51,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:13
264,PhysicsLaw/speed_of_sound_qa/example80,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:14
265,PhysicsLaw/speed_of_sound_qa/example86,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:15
266,PhysicsLaw/speed_of_sound_qa/example91,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:16
267,PhysicsLaw/speed_of_sound_qa/example99,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:18
268,Semantic/select_book_semantic/example84,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:19
269,Semantic/select_drink_semantic/example47,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:20
270,Semantic/select_poker_semantic/example21,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:21
271,Semantic/select_poker_semantic/example23,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:22
272,Semantic/select_poker_semantic/example25,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:24
273,Semantic/select_poker_semantic/example35,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:25
274,Semantic/select_poker_semantic/example5,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:27
275,Semantic/select_poker_semantic/example52,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:28
276,Semantic/select_poker_semantic/example53,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:29
277,Semantic/select_poker_semantic/example67,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:31
278,Semantic/select_poker_semantic/example77,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:32
279,Semantic/select_poker_semantic/example97,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:34
280,Semantic/select_toy_semantic/example51,C2_qwen_conversion_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:35
281,M&T/select_billiards/example62,C3_entity_mapping_failure,R2,True,,False,step1:unmapped_component:hole,pick>place,completed,2026-05-31 17:28:37
282,Spatial/select_billiards_spatial/example0,C3_entity_mapping_failure,R2,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-31 17:28:39
283,Spatial/select_billiards_spatial/example11,C3_entity_mapping_failure,R2,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-31 17:28:40
284,Spatial/select_billiards_spatial/example14,C3_entity_mapping_failure,R2,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-31 17:28:42
285,Spatial/select_billiards_spatial/example19,C3_entity_mapping_failure,R2,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-31 17:28:43
286,Spatial/select_billiards_spatial/example27,C3_entity_mapping_failure,R2,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-31 17:28:45
287,Spatial/select_billiards_spatial/example38,C3_entity_mapping_failure,R2,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-31 17:28:47
288,Spatial/select_billiards_spatial/example51,C3_entity_mapping_failure,R2,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-31 17:28:48
289,Spatial/select_billiards_spatial/example53,C3_entity_mapping_failure,R2,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-31 17:28:50
290,Spatial/select_billiards_spatial/example57,C3_entity_mapping_failure,R2,True,,False,step1:unmapped_component:right_2,pick>place,completed,2026-05-31 17:28:52
291,Spatial/select_billiards_spatial/example61,C3_entity_mapping_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:28:53
292,Spatial/select_billiards_spatial/example63,C3_entity_mapping_failure,R2,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-31 17:28:54
293,Spatial/select_billiards_spatial/example64,C3_entity_mapping_failure,R2,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-31 17:28:56
294,Spatial/select_billiards_spatial/example66,C3_entity_mapping_failure,R2,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-31 17:28:57
295,Spatial/select_billiards_spatial/example70,C3_entity_mapping_failure,R2,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-31 17:28:59
296,Spatial/select_billiards_spatial/example73,C3_entity_mapping_failure,R2,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-31 17:29:00
297,Spatial/select_billiards_spatial/example74,C3_entity_mapping_failure,R2,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-31 17:29:01
298,Spatial/select_billiards_spatial/example88,C3_entity_mapping_failure,R2,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-31 17:29:03
299,Spatial/select_billiards_spatial/example92,C3_entity_mapping_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:29:04
300,Semantic/select_poker_semantic/example49,C4_unsupported_qwen_skill,R2,True,,True,,push,completed,2026-05-31 17:29:05
