sample_id,category,task,condition,schema_valid,operation_sequence_exact_match,skill_name_accuracy,action_recall_rate,action_order_accuracy,object_argument_accuracy,target_argument_accuracy,step_level_f1,sequence_edit_distance,latency_s
CommenSence/insert_flower_common_sense/example25,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.510915517807007
CommenSence/insert_flower_common_sense/example25,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.8442654609680176
CommenSence/insert_flower_common_sense/example26,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.3407225608825684
CommenSence/insert_flower_common_sense/example26,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.0132672786712646
CommenSence/insert_flower_common_sense/example26,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.116631269454956
CommenSence/insert_flower_common_sense/example27,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.8622162342071533
CommenSence/insert_flower_common_sense/example27,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.840820550918579
CommenSence/insert_flower_common_sense/example27,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.0045571327209473
CommenSence/insert_flower_common_sense/example28,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.9339146614074707
CommenSence/insert_flower_common_sense/example28,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.9432783126831055
CommenSence/insert_flower_common_sense/example28,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.9112162590026855
CommenSence/insert_flower_common_sense/example29,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.9147748947143555
CommenSence/insert_flower_common_sense/example29,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.926225185394287
CommenSence/insert_flower_common_sense/example29,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.0556044578552246
CommenSence/insert_flower_common_sense/example30,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.0454695224761963
CommenSence/insert_flower_common_sense/example30,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.9169068336486816
CommenSence/insert_flower_common_sense/example30,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.298025131225586
CommenSence/insert_flower_common_sense/example31,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.2174463272094727
CommenSence/insert_flower_common_sense/example31,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,0.0,1.0,0.0,2,2.1118764877319336
CommenSence/insert_flower_common_sense/example31,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.1244914531707764
CommenSence/insert_flower_common_sense/example32,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.109184741973877
CommenSence/insert_flower_common_sense/example32,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.0908234119415283
CommenSence/insert_flower_common_sense/example32,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.4935355186462402
CommenSence/insert_flower_common_sense/example33,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.1894242763519287
CommenSence/insert_flower_common_sense/example33,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.2238292694091797
CommenSence/insert_flower_common_sense/example33,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.450791120529175
CommenSence/insert_flower_common_sense/example34,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.3886375427246094
CommenSence/insert_flower_common_sense/example34,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.24820876121521
CommenSence/insert_flower_common_sense/example34,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.3911077976226807
CommenSence/insert_flower_common_sense/example35,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.2130513191223145
CommenSence/insert_flower_common_sense/example35,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.095050811767578
CommenSence/insert_flower_common_sense/example35,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.284327983856201
CommenSence/insert_flower_common_sense/example36,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.201723337173462
CommenSence/insert_flower_common_sense/example36,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,0.0,1.0,0.0,2,2.07705020904541
CommenSence/insert_flower_common_sense/example36,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.158501625061035
CommenSence/insert_flower_common_sense/example37,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.8745794296264648
CommenSence/insert_flower_common_sense/example37,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,0.0,1.0,0.0,2,1.7626116275787354
CommenSence/insert_flower_common_sense/example37,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.8639168739318848
CommenSence/insert_flower_common_sense/example38,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.192540407180786
CommenSence/insert_flower_common_sense/example38,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.7722852230072021
CommenSence/insert_flower_common_sense/example38,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.979360818862915
CommenSence/insert_flower_common_sense/example39,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.8842852115631104
CommenSence/insert_flower_common_sense/example39,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.7709522247314453
CommenSence/insert_flower_common_sense/example39,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.8603756427764893
CommenSence/insert_flower_common_sense/example40,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.7645213603973389
CommenSence/insert_flower_common_sense/example40,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.7866721153259277
CommenSence/insert_flower_common_sense/example40,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.7865288257598877
CommenSence/insert_flower_common_sense/example41,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.613945722579956
CommenSence/insert_flower_common_sense/example41,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.7916316986083984
CommenSence/insert_flower_common_sense/example41,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.0296289920806885
CommenSence/insert_flower_common_sense/example42,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.215290069580078
CommenSence/insert_flower_common_sense/example42,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,3.3494138717651367
CommenSence/insert_flower_common_sense/example42,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.4541540145874023
CommenSence/insert_flower_common_sense/example43,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.2341930866241455
CommenSence/insert_flower_common_sense/example43,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.072202682495117
CommenSence/insert_flower_common_sense/example43,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.2973220348358154
CommenSence/insert_flower_common_sense/example44,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.2148375511169434
CommenSence/insert_flower_common_sense/example44,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.1027727127075195
CommenSence/insert_flower_common_sense/example44,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.1921629905700684
CommenSence/insert_flower_common_sense/example45,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.917144775390625
CommenSence/insert_flower_common_sense/example45,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.776494026184082
CommenSence/insert_flower_common_sense/example45,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.8798198699951172
CommenSence/insert_flower_common_sense/example46,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.7582240104675293
CommenSence/insert_flower_common_sense/example46,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.669504165649414
CommenSence/insert_flower_common_sense/example46,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.7405319213867188
CommenSence/insert_flower_common_sense/example47,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.6291122436523438
CommenSence/insert_flower_common_sense/example47,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,0.0,1.0,0.0,2,1.4426884651184082
CommenSence/insert_flower_common_sense/example47,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.7198736667633057
CommenSence/insert_flower_common_sense/example48,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.6434264183044434
CommenSence/insert_flower_common_sense/example48,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.652693748474121
CommenSence/insert_flower_common_sense/example48,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.732947826385498
CommenSence/insert_flower_common_sense/example49,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.5741939544677734
CommenSence/insert_flower_common_sense/example49,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.4815618991851807
CommenSence/insert_flower_common_sense/example49,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.9410302639007568
CommenSence/insert_flower_common_sense/example50,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.6764161586761475
CommenSence/insert_flower_common_sense/example50,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.8104496002197266
CommenSence/insert_flower_common_sense/example50,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.8507380485534668
CommenSence/insert_flower_common_sense/example51,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.1894168853759766
CommenSence/insert_flower_common_sense/example51,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,3.153424024581909
CommenSence/insert_flower_common_sense/example51,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.4643940925598145
CommenSence/insert_flower_common_sense/example52,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,3.3885717391967773
CommenSence/insert_flower_common_sense/example52,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,0.0,1.0,0.0,2,2.986412763595581
CommenSence/insert_flower_common_sense/example52,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.8230111598968506
CommenSence/insert_flower_common_sense/example53,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.4964351654052734
CommenSence/insert_flower_common_sense/example53,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.253249406814575
CommenSence/insert_flower_common_sense/example53,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.2257542610168457
CommenSence/insert_flower_common_sense/example54,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.285626173019409
CommenSence/insert_flower_common_sense/example54,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.0441784858703613
CommenSence/insert_flower_common_sense/example54,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.3080198764801025
CommenSence/insert_flower_common_sense/example55,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.1941637992858887
CommenSence/insert_flower_common_sense/example55,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.0514557361602783
CommenSence/insert_flower_common_sense/example55,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.1422207355499268
CommenSence/insert_flower_common_sense/example56,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.9408295154571533
CommenSence/insert_flower_common_sense/example56,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.7747950553894043
CommenSence/insert_flower_common_sense/example56,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.164834976196289
CommenSence/insert_flower_common_sense/example57,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.010364055633545
CommenSence/insert_flower_common_sense/example57,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.903883934020996
CommenSence/insert_flower_common_sense/example57,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.0222418308258057
CommenSence/insert_flower_common_sense/example58,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.8711869716644287
CommenSence/insert_flower_common_sense/example58,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.0576624870300293
CommenSence/insert_flower_common_sense/example58,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.275700569152832
CommenSence/insert_flower_common_sense/example59,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.0289905071258545
CommenSence/insert_flower_common_sense/example59,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.1915040016174316
CommenSence/insert_flower_common_sense/example59,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.445218086242676
CommenSence/insert_flower_common_sense/example60,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.187852621078491
CommenSence/insert_flower_common_sense/example60,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.647383213043213
CommenSence/insert_flower_common_sense/example60,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.470071792602539
CommenSence/insert_flower_common_sense/example61,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.182396173477173
CommenSence/insert_flower_common_sense/example61,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.2799997329711914
CommenSence/insert_flower_common_sense/example61,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.4756643772125244
CommenSence/insert_flower_common_sense/example62,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.188593626022339
CommenSence/insert_flower_common_sense/example62,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.0442230701446533
CommenSence/insert_flower_common_sense/example62,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.2923502922058105
CommenSence/insert_flower_common_sense/example63,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.6442928314208984
CommenSence/insert_flower_common_sense/example63,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.375171422958374
CommenSence/insert_flower_common_sense/example63,CommenSence,insert_flower_common_sense,P3,1,0,1.0,1.0,1.0,0.0,0.0,0.0,2,2.6080453395843506
CommenSence/insert_flower_common_sense/example64,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.528200387954712
CommenSence/insert_flower_common_sense/example64,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.3661348819732666
CommenSence/insert_flower_common_sense/example64,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.4107110500335693
CommenSence/insert_flower_common_sense/example65,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.171633005142212
CommenSence/insert_flower_common_sense/example65,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.1983044147491455
CommenSence/insert_flower_common_sense/example65,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.473842144012451
CommenSence/insert_flower_common_sense/example66,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.522665500640869
CommenSence/insert_flower_common_sense/example66,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,0.0,1.0,0.0,2,2.2468676567077637
CommenSence/insert_flower_common_sense/example66,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.4634289741516113
CommenSence/insert_flower_common_sense/example67,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.331199884414673
CommenSence/insert_flower_common_sense/example67,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,2.2455592155456543
CommenSence/insert_flower_common_sense/example67,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.379826784133911
CommenSence/insert_flower_common_sense/example68,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.039802074432373
CommenSence/insert_flower_common_sense/example68,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.920837640762329
CommenSence/insert_flower_common_sense/example68,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.9333946704864502
CommenSence/insert_flower_common_sense/example69,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.741013526916504
CommenSence/insert_flower_common_sense/example69,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.60811448097229
CommenSence/insert_flower_common_sense/example69,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.7151451110839844
CommenSence/insert_flower_common_sense/example70,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.732135534286499
CommenSence/insert_flower_common_sense/example70,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.629225492477417
CommenSence/insert_flower_common_sense/example70,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.675123691558838
CommenSence/insert_flower_common_sense/example71,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.6363670825958252
CommenSence/insert_flower_common_sense/example71,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.5751943588256836
CommenSence/insert_flower_common_sense/example71,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.6863648891448975
CommenSence/insert_flower_common_sense/example72,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.7472445964813232
CommenSence/insert_flower_common_sense/example72,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.734304428100586
CommenSence/insert_flower_common_sense/example72,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.8244569301605225
CommenSence/insert_flower_common_sense/example73,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.7609570026397705
CommenSence/insert_flower_common_sense/example73,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.6119208335876465
CommenSence/insert_flower_common_sense/example73,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.8713505268096924
CommenSence/insert_flower_common_sense/example74,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.6963553428649902
CommenSence/insert_flower_common_sense/example74,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.613722801208496
CommenSence/insert_flower_common_sense/example74,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.8338391780853271
CommenSence/insert_flower_common_sense/example75,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.825092077255249
CommenSence/insert_flower_common_sense/example75,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.6402766704559326
CommenSence/insert_flower_common_sense/example75,CommenSence,insert_flower_common_sense,P3,1,0,1.0,1.0,1.0,0.0,0.0,0.0,2,1.8889820575714111
CommenSence/insert_flower_common_sense/example76,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.046534299850464
CommenSence/insert_flower_common_sense/example76,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.9276678562164307
CommenSence/insert_flower_common_sense/example76,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.9082903861999512
CommenSence/insert_flower_common_sense/example77,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.895643949508667
CommenSence/insert_flower_common_sense/example77,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.7229127883911133
CommenSence/insert_flower_common_sense/example77,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.9806766510009766
CommenSence/insert_flower_common_sense/example78,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.8822932243347168
CommenSence/insert_flower_common_sense/example78,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,0.0,1.0,0.0,2,1.7376668453216553
CommenSence/insert_flower_common_sense/example78,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.960953950881958
CommenSence/insert_flower_common_sense/example79,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.8980803489685059
CommenSence/insert_flower_common_sense/example79,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.7682271003723145
CommenSence/insert_flower_common_sense/example79,CommenSence,insert_flower_common_sense,P3,1,0,1.0,1.0,1.0,0.0,0.0,0.0,2,1.8644804954528809
CommenSence/insert_flower_common_sense/example80,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.751319408416748
CommenSence/insert_flower_common_sense/example80,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.6017909049987793
CommenSence/insert_flower_common_sense/example80,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.6073088645935059
CommenSence/insert_flower_common_sense/example81,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.5882353782653809
CommenSence/insert_flower_common_sense/example81,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.6016502380371094
CommenSence/insert_flower_common_sense/example81,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.035438060760498
CommenSence/insert_flower_common_sense/example82,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.81856107711792
CommenSence/insert_flower_common_sense/example82,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,1.0,1.0,0.5,1,1.8150415420532227
CommenSence/insert_flower_common_sense/example82,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.0218024253845215
CommenSence/insert_flower_common_sense/example83,CommenSence,insert_flower_common_sense,P1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,1.9930496215820312
CommenSence/insert_flower_common_sense/example83,CommenSence,insert_flower_common_sense,P2,1,0,0.5,0.5,0.0,0.0,1.0,0.0,2,1.9229207038879395
CommenSence/insert_flower_common_sense/example83,CommenSence,insert_flower_common_sense,P3,1,0,0.5,0.5,0.0,0.0,0.0,0.0,2,2.287562131881714
